,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,2.851884126663208,1.428450584411621,1.423433542251587,0.2552734315395355,0.2552734315395355
1,2.4577505588531494,1.2296316623687744,1.2281190156936646,0.41357421875,0.4140625
2,2.1383438110351562,1.0616216659545898,1.0767221450805664,0.5416015386581421,0.540332019329071
3,2.439668655395508,1.2219302654266357,1.217738389968872,0.45146483182907104,0.4474121034145355
4,2.2953879833221436,1.1456286907196045,1.149759292602539,0.40898436307907104,0.4076171815395355
5,2.663247585296631,1.323123812675476,1.3401238918304443,0.3973632752895355,0.4043945372104645
6,3.0571446418762207,1.5540962219238281,1.5030485391616821,0.5054687261581421,0.5047851800918579
7,2.9755687713623047,1.5031585693359375,1.4724104404449463,0.4197753965854645,0.41972655057907104
8,3.005889654159546,1.4918708801269531,1.5140187740325928,0.41606444120407104,0.5177246332168579
9,2.3139891624450684,1.1539969444274902,1.1599922180175781,0.506542980670929,0.507373034954071
