,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,2.0296192169189453,1.0147184133529663,1.0149009227752686,0.5345792174339294,0.5345792174339294
1,2.0338048934936523,1.0167948007583618,1.0170100927352905,0.5315607190132141,0.5315607190132141
2,2.036264657974243,1.0180875062942505,1.0181770324707031,0.5298295617103577,0.5298295617103577
3,2.033914804458618,1.0169310569763184,1.0169837474822998,0.5311168432235718,0.5311168432235718
4,2.0296595096588135,1.014786720275879,1.0148725509643555,0.5341352820396423,0.5341352820396423
5,2.0331249237060547,1.0166075229644775,1.0165174007415771,0.5313831567764282,0.5313831567764282
6,2.040377140045166,1.0201778411865234,1.020199179649353,0.5261896252632141,0.5261896252632141
7,2.0375750064849854,1.0188474655151367,1.0187277793884277,0.5290749073028564,0.5290749073028564
8,2.034693717956543,1.0173770189285278,1.0173163414001465,0.5311612486839294,0.5311612486839294
9,2.03568696975708,1.0178288221359253,1.0178583860397339,0.5295631885528564,0.5295631885528564
