,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,3.2389237880706787,1.6217365264892578,1.617187261581421,0.403411865234375,0.402069091796875
1,3.2576661109924316,1.6271202564239502,1.630545735359192,0.396636962890625,0.38885498046875
2,3.2597219944000244,1.631975769996643,1.6277462244033813,0.39776611328125,0.40179443359375
3,3.2702927589416504,1.6358416080474854,1.634451150894165,0.388763427734375,0.389556884765625
4,3.23006534576416,1.6092897653579712,1.6207752227783203,0.39617919921875,0.396575927734375
5,3.258706569671631,1.6278718709945679,1.6308348178863525,0.39605712890625,0.395965576171875
6,3.3876750469207764,1.662856101989746,1.7248189449310303,0.36376953125,0.393341064453125
7,3.250922203063965,1.6233423948287964,1.627579927444458,0.401519775390625,0.393035888671875
8,3.2195534706115723,1.6146042346954346,1.6049495935440063,0.39111328125,0.389068603515625
9,3.174182415008545,1.5858104228973389,1.5883721113204956,0.400390625,0.3934326171875
