,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,2.7676877975463867,1.3838368654251099,1.3838509321212769,0.268798828125,0.268798828125
1,2.7664194107055664,1.3832180500030518,1.3832013607025146,0.268798828125,0.268798828125
2,2.768711566925049,1.38437819480896,1.3843333721160889,0.268310546875,0.268310546875
3,2.7676444053649902,1.3837990760803223,1.383845329284668,0.2687011659145355,0.2687011659145355
4,2.767158031463623,1.383590817451477,1.3835675716400146,0.269775390625,0.269775390625
5,2.767430543899536,1.383662462234497,1.38376784324646,0.2657226622104645,0.2657226622104645
6,2.765277624130249,1.3826406002044678,1.3826367855072021,0.27446287870407104,0.27446287870407104
7,2.766777276992798,1.383283019065857,1.3834941387176514,0.266845703125,0.266845703125
8,2.768728733062744,1.3843673467636108,1.3843611478805542,0.26557618379592896,0.26557618379592896
9,2.76568341255188,1.3828461170196533,1.3828370571136475,0.27446287870407104,0.27446287870407104
