,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,2.501213312149048,1.3379685878753662,1.1632442474365234,0.4656982421875,0.52032470703125
1,2.5082478523254395,1.3454844951629639,1.1627635955810547,0.462890625,0.5208740234375
2,2.5214037895202637,1.348715901374817,1.1726877689361572,0.45770263671875,0.51324462890625
3,2.510286808013916,1.3475433588027954,1.1627435684204102,0.4610595703125,0.5201416015625
4,2.5146780014038086,1.3475655317306519,1.1671122312545776,0.46270751953125,0.52001953125
5,2.4940178394317627,1.337883710861206,1.1561338901519775,0.46875,0.52587890625
6,2.49057936668396,1.3371468782424927,1.1534327268600464,0.4669189453125,0.52508544921875
7,2.4871513843536377,1.3353970050811768,1.15175461769104,0.46875,0.52685546875
8,2.5201077461242676,1.348100185394287,1.1720075607299805,0.4615478515625,0.5167236328125
9,2.5024075508117676,1.3400797843933105,1.1623274087905884,0.46148681640625,0.517578125
