,PANAS.Positive_Predicted,PANAS.Negative_Predicted,PANAS.Positive_Actual,PANAS.Negative_Actual
0,31.0,11.0,32.0,10.0
1,31.0,11.0,32.0,10.0
2,31.0,11.0,32.0,10.0
3,31.0,11.0,32.0,10.0
4,31.0,11.0,32.0,10.0
5,31.0,11.0,32.0,10.0
6,31.0,11.0,32.0,10.0
7,31.0,11.0,32.0,10.0
8,31.0,11.0,32.0,10.0
9,31.0,11.0,32.0,10.0
10,31.0,11.0,32.0,10.0
11,31.0,11.0,32.0,10.0
12,31.0,11.0,32.0,10.0
13,31.0,11.0,32.0,10.0
14,31.0,11.0,32.0,10.0
15,31.0,11.0,32.0,10.0
16,31.0,11.0,32.0,10.0
17,31.0,11.0,32.0,10.0
18,31.0,11.0,32.0,10.0
19,31.0,11.0,32.0,10.0
20,31.0,11.0,32.0,10.0
21,31.0,11.0,32.0,10.0
22,31.0,11.0,32.0,10.0
23,31.0,11.0,32.0,10.0
24,31.0,11.0,32.0,10.0
25,31.0,11.0,32.0,10.0
26,31.0,11.0,32.0,10.0
27,31.0,11.0,32.0,10.0
28,31.0,11.0,32.0,10.0
29,31.0,11.0,32.0,10.0
30,31.0,11.0,32.0,10.0
31,31.0,11.0,32.0,10.0
32,31.0,11.0,32.0,10.0
33,31.0,11.0,32.0,10.0
34,31.0,11.0,32.0,10.0
35,31.0,11.0,32.0,10.0
36,31.0,11.0,32.0,10.0
37,31.0,11.0,32.0,10.0
38,31.0,10.0,32.0,10.0
39,32.0,10.0,32.0,10.0
40,32.0,10.0,32.0,10.0
41,32.0,10.0,32.0,10.0
42,32.0,10.0,32.0,10.0
43,32.0,10.0,32.0,10.0
44,32.0,10.0,32.0,10.0
45,32.0,10.0,32.0,10.0
46,32.0,10.0,32.0,10.0
47,32.0,10.0,32.0,10.0
48,32.0,10.0,32.0,10.0
49,32.0,10.0,32.0,10.0
50,32.0,10.0,32.0,10.0
51,32.0,10.0,32.0,10.0
52,32.0,10.0,32.0,10.0
53,32.0,10.0,32.0,10.0
54,32.0,10.0,32.0,10.0
55,32.0,10.0,32.0,10.0
56,32.0,10.0,32.0,10.0
57,32.0,10.0,32.0,10.0
58,32.0,10.0,32.0,10.0
59,32.0,10.0,32.0,10.0
60,32.0,10.0,32.0,10.0
61,32.0,10.0,32.0,10.0
62,32.0,10.0,32.0,10.0
63,32.0,10.0,32.0,10.0
64,32.0,10.0,32.0,10.0
65,32.0,10.0,32.0,10.0
66,32.0,10.0,32.0,10.0
67,32.0,10.0,32.0,10.0
68,32.0,10.0,32.0,10.0
69,32.0,10.0,32.0,10.0
70,32.0,10.0,32.0,10.0
71,32.0,10.0,32.0,10.0
72,32.0,10.0,32.0,10.0
73,32.0,10.0,32.0,10.0
74,32.0,10.0,32.0,10.0
75,32.0,10.0,32.0,10.0
76,32.0,10.0,32.0,10.0
77,32.0,10.0,32.0,10.0
78,32.0,10.0,32.0,10.0
79,32.0,10.0,32.0,10.0
80,32.0,10.0,32.0,10.0
81,32.0,10.0,32.0,10.0
82,32.0,10.0,32.0,10.0
83,32.0,10.0,32.0,10.0
84,32.0,10.0,32.0,10.0
85,32.0,10.0,32.0,10.0
86,32.0,10.0,32.0,10.0
87,32.0,10.0,32.0,10.0
88,32.0,10.0,32.0,10.0
89,32.0,10.0,32.0,10.0
90,32.0,10.0,32.0,10.0
91,32.0,10.0,32.0,10.0
92,32.0,10.0,32.0,10.0
93,32.0,10.0,32.0,10.0
94,32.0,10.0,32.0,10.0
95,32.0,10.0,32.0,10.0
96,32.0,10.0,32.0,10.0
97,32.0,10.0,32.0,10.0
98,32.0,10.0,32.0,10.0
99,32.0,10.0,32.0,10.0
100,32.0,10.0,32.0,10.0
101,32.0,10.0,32.0,10.0
102,32.0,10.0,32.0,10.0
103,32.0,10.0,32.0,10.0
104,32.0,10.0,32.0,10.0
105,32.0,10.0,32.0,10.0
106,32.0,10.0,32.0,10.0
107,32.0,10.0,32.0,10.0
108,32.0,10.0,32.0,10.0
109,32.0,10.0,32.0,10.0
110,32.0,10.0,32.0,10.0
111,32.0,10.0,32.0,10.0
112,32.0,10.0,32.0,10.0
113,32.0,10.0,32.0,10.0
114,32.0,10.0,32.0,10.0
115,32.0,10.0,32.0,10.0
116,32.0,10.0,32.0,10.0
117,32.0,10.0,32.0,10.0
118,32.0,10.0,32.0,10.0
119,32.0,10.0,32.0,10.0
120,32.0,10.0,32.0,10.0
121,32.0,10.0,32.0,10.0
122,32.0,10.0,32.0,10.0
123,32.0,10.0,32.0,10.0
124,32.0,10.0,32.0,10.0
125,32.0,10.0,32.0,10.0
126,32.0,10.0,32.0,10.0
127,32.0,10.0,32.0,10.0
128,32.0,10.0,32.0,10.0
129,32.0,10.0,32.0,10.0
130,32.0,10.0,32.0,10.0
131,32.0,10.0,32.0,10.0
132,32.0,10.0,32.0,10.0
133,32.0,10.0,32.0,10.0
134,32.0,10.0,32.0,10.0
135,32.0,10.0,32.0,10.0
136,32.0,10.0,32.0,10.0
137,32.0,10.0,32.0,10.0
138,32.0,10.0,32.0,10.0
139,32.0,10.0,32.0,10.0
140,32.0,10.0,32.0,10.0
141,32.0,10.0,32.0,10.0
142,32.0,10.0,32.0,10.0
143,32.0,10.0,32.0,10.0
144,32.0,10.0,32.0,10.0
145,32.0,10.0,32.0,10.0
146,32.0,10.0,32.0,10.0
147,32.0,10.0,32.0,10.0
148,32.0,10.0,32.0,10.0
149,32.0,10.0,32.0,10.0
150,32.0,10.0,32.0,10.0
