,PANAS.Positive_Predicted,PANAS.Negative_Predicted,PANAS.Positive_Actual,PANAS.Negative_Actual
0,30.0,13.0,30.0,13.0
1,30.0,13.0,30.0,13.0
2,30.0,13.0,32.0,10.0
3,30.0,13.0,27.0,17.0
4,30.0,13.0,31.0,11.0
5,30.0,13.0,27.0,17.0
6,30.0,13.0,27.0,17.0
7,30.0,13.0,30.0,13.0
8,30.0,13.0,30.0,13.0
9,30.0,13.0,31.0,11.0
10,30.0,13.0,30.0,13.0
11,30.0,13.0,32.0,10.0
12,30.0,13.0,27.0,17.0
13,30.0,13.0,31.0,11.0
14,30.0,13.0,32.0,10.0
15,30.0,13.0,32.0,10.0
16,31.0,11.0,32.0,10.0
17,31.0,11.0,30.0,13.0
18,31.0,11.0,32.0,10.0
19,31.0,11.0,30.0,13.0
20,31.0,11.0,27.0,17.0
21,31.0,11.0,32.0,10.0
22,31.0,11.0,31.0,11.0
23,31.0,11.0,31.0,11.0
24,31.0,11.0,27.0,17.0
25,31.0,11.0,30.0,13.0
26,31.0,11.0,32.0,10.0
27,31.0,13.0,32.0,10.0
28,31.0,11.0,31.0,11.0
29,31.0,11.0,27.0,17.0
30,31.0,11.0,27.0,17.0
31,31.0,11.0,27.0,17.0
32,31.0,11.0,31.0,11.0
33,31.0,11.0,32.0,10.0
34,31.0,11.0,31.0,11.0
35,31.0,11.0,30.0,13.0
36,31.0,11.0,32.0,10.0
37,31.0,11.0,32.0,10.0
38,31.0,11.0,27.0,17.0
39,32.0,10.0,30.0,13.0
40,32.0,11.0,30.0,13.0
41,32.0,11.0,30.0,13.0
42,32.0,11.0,27.0,17.0
43,31.0,11.0,32.0,10.0
44,31.0,11.0,31.0,11.0
45,31.0,11.0,27.0,17.0
46,31.0,11.0,32.0,10.0
47,31.0,11.0,32.0,10.0
48,31.0,11.0,32.0,10.0
49,31.0,11.0,27.0,17.0
50,31.0,11.0,30.0,13.0
51,31.0,11.0,30.0,13.0
52,31.0,11.0,27.0,17.0
53,31.0,11.0,31.0,11.0
54,31.0,13.0,30.0,13.0
55,30.0,13.0,32.0,10.0
56,32.0,13.0,32.0,10.0
57,32.0,10.0,32.0,10.0
58,32.0,10.0,30.0,13.0
59,32.0,10.0,27.0,17.0
60,32.0,10.0,32.0,10.0
61,32.0,10.0,32.0,10.0
62,32.0,10.0,31.0,11.0
63,32.0,10.0,31.0,11.0
64,32.0,10.0,31.0,11.0
65,32.0,10.0,27.0,17.0
66,32.0,10.0,30.0,13.0
67,32.0,10.0,30.0,13.0
68,32.0,10.0,32.0,10.0
69,32.0,10.0,27.0,17.0
70,32.0,10.0,32.0,10.0
71,32.0,10.0,30.0,13.0
72,32.0,10.0,27.0,17.0
73,32.0,10.0,31.0,11.0
74,32.0,10.0,27.0,17.0
75,32.0,10.0,27.0,17.0
76,32.0,10.0,30.0,13.0
77,32.0,10.0,32.0,10.0
78,32.0,10.0,27.0,17.0
79,32.0,10.0,27.0,17.0
80,32.0,10.0,31.0,11.0
81,32.0,10.0,32.0,10.0
82,32.0,10.0,31.0,11.0
83,32.0,10.0,31.0,11.0
84,32.0,10.0,30.0,13.0
85,32.0,10.0,30.0,13.0
86,32.0,10.0,30.0,13.0
87,32.0,10.0,27.0,17.0
88,32.0,10.0,31.0,11.0
89,32.0,10.0,27.0,17.0
90,32.0,10.0,30.0,13.0
91,32.0,10.0,27.0,17.0
92,32.0,10.0,31.0,11.0
93,32.0,10.0,32.0,10.0
94,32.0,10.0,30.0,13.0
95,32.0,10.0,27.0,17.0
96,32.0,10.0,31.0,11.0
97,32.0,10.0,31.0,11.0
98,32.0,10.0,27.0,17.0
99,32.0,10.0,31.0,11.0
100,32.0,10.0,31.0,11.0
101,32.0,10.0,31.0,11.0
102,32.0,10.0,30.0,13.0
103,32.0,10.0,27.0,17.0
104,32.0,10.0,31.0,11.0
105,32.0,10.0,27.0,17.0
106,32.0,10.0,31.0,11.0
107,32.0,10.0,30.0,13.0
108,32.0,10.0,31.0,11.0
109,32.0,10.0,27.0,17.0
110,32.0,10.0,31.0,11.0
111,32.0,10.0,30.0,13.0
112,32.0,10.0,32.0,10.0
113,32.0,10.0,30.0,13.0
114,32.0,10.0,32.0,10.0
115,32.0,10.0,30.0,13.0
