,PANAS.Positive_Predicted,PANAS.Negative_Predicted,PANAS.Positive_Actual,PANAS.Negative_Actual
0,30.0,13.0,32.0,10.0
1,30.0,13.0,32.0,10.0
2,30.0,13.0,32.0,10.0
3,30.0,13.0,32.0,10.0
4,30.0,13.0,32.0,10.0
5,30.0,13.0,32.0,10.0
6,30.0,13.0,32.0,10.0
7,30.0,13.0,32.0,10.0
8,30.0,13.0,32.0,10.0
9,30.0,13.0,32.0,10.0
10,30.0,13.0,32.0,10.0
11,30.0,13.0,32.0,10.0
12,30.0,13.0,32.0,10.0
13,30.0,13.0,32.0,10.0
14,30.0,13.0,32.0,10.0
15,30.0,13.0,32.0,10.0
16,30.0,13.0,32.0,10.0
17,30.0,13.0,32.0,10.0
18,30.0,13.0,32.0,10.0
19,30.0,13.0,32.0,10.0
20,30.0,13.0,32.0,10.0
21,30.0,13.0,32.0,10.0
22,30.0,13.0,32.0,10.0
23,30.0,13.0,32.0,10.0
24,30.0,13.0,32.0,10.0
25,30.0,13.0,32.0,10.0
26,30.0,13.0,32.0,10.0
27,30.0,13.0,32.0,10.0
28,30.0,13.0,32.0,10.0
29,30.0,13.0,32.0,10.0
30,30.0,13.0,32.0,10.0
31,30.0,13.0,32.0,10.0
32,30.0,13.0,32.0,10.0
33,30.0,13.0,32.0,10.0
34,30.0,13.0,32.0,10.0
35,30.0,13.0,32.0,10.0
36,30.0,13.0,32.0,10.0
37,30.0,13.0,32.0,10.0
38,30.0,13.0,32.0,10.0
39,30.0,13.0,32.0,10.0
40,30.0,13.0,32.0,10.0
41,30.0,13.0,32.0,10.0
42,30.0,13.0,32.0,10.0
43,30.0,13.0,32.0,10.0
44,30.0,13.0,32.0,10.0
45,30.0,13.0,32.0,10.0
46,32.0,10.0,32.0,10.0
47,32.0,10.0,32.0,10.0
48,30.0,10.0,32.0,10.0
49,30.0,10.0,32.0,10.0
50,30.0,13.0,32.0,10.0
51,30.0,13.0,32.0,10.0
52,30.0,13.0,32.0,10.0
53,30.0,13.0,32.0,10.0
54,30.0,13.0,32.0,10.0
55,30.0,13.0,32.0,10.0
56,30.0,13.0,32.0,10.0
57,30.0,13.0,32.0,10.0
58,30.0,10.0,32.0,10.0
59,31.0,10.0,32.0,10.0
60,31.0,10.0,32.0,10.0
61,31.0,10.0,32.0,10.0
62,31.0,10.0,32.0,10.0
63,31.0,10.0,32.0,10.0
64,31.0,10.0,32.0,10.0
65,31.0,10.0,32.0,10.0
66,32.0,10.0,32.0,10.0
67,32.0,10.0,32.0,10.0
68,32.0,10.0,32.0,10.0
69,31.0,10.0,32.0,10.0
70,31.0,10.0,32.0,10.0
71,32.0,10.0,32.0,10.0
72,31.0,10.0,32.0,10.0
73,31.0,10.0,32.0,10.0
74,31.0,10.0,32.0,10.0
75,31.0,10.0,32.0,10.0
76,31.0,10.0,32.0,10.0
77,31.0,10.0,32.0,10.0
78,31.0,10.0,32.0,10.0
79,31.0,10.0,32.0,10.0
80,31.0,10.0,32.0,10.0
81,32.0,10.0,32.0,10.0
82,31.0,10.0,32.0,10.0
83,31.0,10.0,32.0,10.0
84,32.0,10.0,32.0,10.0
85,32.0,10.0,32.0,10.0
86,32.0,10.0,32.0,10.0
87,32.0,10.0,32.0,10.0
88,32.0,10.0,32.0,10.0
89,32.0,10.0,32.0,10.0
90,32.0,10.0,32.0,10.0
91,32.0,10.0,32.0,10.0
92,32.0,10.0,32.0,10.0
93,31.0,10.0,32.0,10.0
94,31.0,10.0,32.0,10.0
95,31.0,10.0,32.0,10.0
96,31.0,10.0,32.0,10.0
97,31.0,10.0,32.0,10.0
98,32.0,10.0,32.0,10.0
99,31.0,10.0,32.0,10.0
100,32.0,10.0,32.0,10.0
101,32.0,10.0,32.0,10.0
102,32.0,10.0,32.0,10.0
103,32.0,10.0,32.0,10.0
104,32.0,10.0,32.0,10.0
105,32.0,10.0,32.0,10.0
106,30.0,10.0,32.0,10.0
107,32.0,10.0,32.0,10.0
108,26.0,10.0,32.0,10.0
109,26.0,10.0,32.0,10.0
110,26.0,10.0,32.0,10.0
111,26.0,10.0,32.0,10.0
112,26.0,10.0,32.0,10.0
113,26.0,10.0,32.0,10.0
114,26.0,10.0,32.0,10.0
115,26.0,10.0,32.0,10.0
116,26.0,10.0,32.0,10.0
117,32.0,10.0,32.0,10.0
118,32.0,10.0,32.0,10.0
119,32.0,10.0,32.0,10.0
120,32.0,10.0,32.0,10.0
121,26.0,10.0,32.0,10.0
122,26.0,10.0,32.0,10.0
123,26.0,10.0,32.0,10.0
124,32.0,10.0,32.0,10.0
125,32.0,10.0,32.0,10.0
126,32.0,10.0,32.0,10.0
127,32.0,10.0,32.0,10.0
128,32.0,10.0,32.0,10.0
129,32.0,10.0,32.0,10.0
130,32.0,10.0,32.0,10.0
131,32.0,10.0,32.0,10.0
132,32.0,10.0,32.0,10.0
133,32.0,10.0,32.0,10.0
134,26.0,10.0,32.0,10.0
135,26.0,10.0,32.0,10.0
136,26.0,10.0,32.0,10.0
137,30.0,12.0,32.0,10.0
138,26.0,10.0,32.0,10.0
139,30.0,13.0,32.0,10.0
140,30.0,13.0,32.0,10.0
141,30.0,13.0,32.0,10.0
142,30.0,13.0,32.0,10.0
143,30.0,13.0,32.0,10.0
144,30.0,13.0,32.0,10.0
145,30.0,13.0,32.0,10.0
146,30.0,13.0,32.0,10.0
147,30.0,13.0,32.0,10.0
148,30.0,13.0,32.0,10.0
149,30.0,13.0,32.0,10.0
150,30.0,13.0,32.0,10.0
151,30.0,13.0,32.0,10.0
152,30.0,13.0,32.0,10.0
153,30.0,13.0,32.0,10.0
154,30.0,13.0,32.0,10.0
155,30.0,12.0,32.0,10.0
156,26.0,12.0,32.0,10.0
157,26.0,10.0,32.0,10.0
158,31.0,10.0,32.0,10.0
159,26.0,12.0,32.0,10.0
160,26.0,12.0,32.0,10.0
161,26.0,12.0,32.0,10.0
162,26.0,12.0,32.0,10.0
163,26.0,12.0,32.0,10.0
164,31.0,10.0,32.0,10.0
165,26.0,12.0,32.0,10.0
166,26.0,12.0,32.0,10.0
167,26.0,12.0,32.0,10.0
168,26.0,12.0,32.0,10.0
169,26.0,12.0,32.0,10.0
170,26.0,12.0,32.0,10.0
171,26.0,12.0,32.0,10.0
172,26.0,12.0,32.0,10.0
173,26.0,12.0,32.0,10.0
174,26.0,12.0,32.0,10.0
175,26.0,12.0,32.0,10.0
176,26.0,12.0,32.0,10.0
177,26.0,12.0,32.0,10.0
178,26.0,12.0,32.0,10.0
179,26.0,12.0,32.0,10.0
180,26.0,12.0,32.0,10.0
181,26.0,12.0,32.0,10.0
182,26.0,10.0,32.0,10.0
183,26.0,12.0,32.0,10.0
184,26.0,12.0,32.0,10.0
185,26.0,12.0,32.0,10.0
186,26.0,12.0,32.0,10.0
187,26.0,12.0,32.0,10.0
188,26.0,12.0,32.0,10.0
189,26.0,12.0,32.0,10.0
190,26.0,12.0,32.0,10.0
191,26.0,12.0,32.0,10.0
192,26.0,12.0,32.0,10.0
193,26.0,12.0,32.0,10.0
194,26.0,12.0,32.0,10.0
195,26.0,12.0,32.0,10.0
196,26.0,12.0,32.0,10.0
197,26.0,12.0,32.0,10.0
198,26.0,12.0,32.0,10.0
199,30.0,13.0,32.0,10.0
200,30.0,13.0,32.0,10.0
201,30.0,13.0,32.0,10.0
202,30.0,13.0,32.0,10.0
203,30.0,13.0,32.0,10.0
204,30.0,13.0,32.0,10.0
205,30.0,13.0,32.0,10.0
206,30.0,13.0,32.0,10.0
207,30.0,13.0,32.0,10.0
208,30.0,12.0,32.0,10.0
209,30.0,13.0,32.0,10.0
210,30.0,13.0,32.0,10.0
211,30.0,13.0,32.0,10.0
212,30.0,13.0,32.0,10.0
213,30.0,13.0,32.0,10.0
214,30.0,13.0,32.0,10.0
215,30.0,13.0,32.0,10.0
216,30.0,13.0,32.0,10.0
217,30.0,13.0,32.0,10.0
218,30.0,13.0,32.0,10.0
219,30.0,13.0,32.0,10.0
220,30.0,13.0,32.0,10.0
221,30.0,13.0,32.0,10.0
222,30.0,13.0,32.0,10.0
223,30.0,13.0,32.0,10.0
224,30.0,13.0,32.0,10.0
225,30.0,13.0,32.0,10.0
226,30.0,13.0,32.0,10.0
227,30.0,13.0,32.0,10.0
228,30.0,13.0,32.0,10.0
229,30.0,13.0,32.0,10.0
230,30.0,13.0,32.0,10.0
231,30.0,13.0,32.0,10.0
232,30.0,13.0,32.0,10.0
233,30.0,13.0,32.0,10.0
234,30.0,13.0,32.0,10.0
235,30.0,13.0,32.0,10.0
236,26.0,12.0,32.0,10.0
237,30.0,13.0,32.0,10.0
238,30.0,12.0,32.0,10.0
239,26.0,10.0,32.0,10.0
240,26.0,12.0,32.0,10.0
241,30.0,13.0,32.0,10.0
242,30.0,13.0,32.0,10.0
243,30.0,13.0,32.0,10.0
244,30.0,13.0,32.0,10.0
245,30.0,13.0,32.0,10.0
246,30.0,13.0,32.0,10.0
247,30.0,13.0,32.0,10.0
248,30.0,13.0,32.0,10.0
249,30.0,13.0,32.0,10.0
250,30.0,13.0,32.0,10.0
251,30.0,13.0,32.0,10.0
252,30.0,13.0,32.0,10.0
253,30.0,13.0,32.0,10.0
254,30.0,13.0,32.0,10.0
255,30.0,13.0,32.0,10.0
256,30.0,13.0,32.0,10.0
257,30.0,13.0,32.0,10.0
258,30.0,13.0,32.0,10.0
259,30.0,13.0,32.0,10.0
260,30.0,13.0,32.0,10.0
261,30.0,13.0,32.0,10.0
262,30.0,13.0,32.0,10.0
263,30.0,13.0,32.0,10.0
264,26.0,12.0,32.0,10.0
265,26.0,12.0,32.0,10.0
266,26.0,12.0,32.0,10.0
267,26.0,12.0,32.0,10.0
268,26.0,12.0,32.0,10.0
269,26.0,12.0,32.0,10.0
270,26.0,12.0,32.0,10.0
271,26.0,12.0,32.0,10.0
272,26.0,10.0,32.0,10.0
273,26.0,10.0,32.0,10.0
274,26.0,10.0,32.0,10.0
275,26.0,10.0,32.0,10.0
276,26.0,10.0,32.0,10.0
277,26.0,10.0,32.0,10.0
278,26.0,10.0,32.0,10.0
279,26.0,10.0,32.0,10.0
280,26.0,12.0,32.0,10.0
281,26.0,12.0,32.0,10.0
282,26.0,12.0,32.0,10.0
283,26.0,10.0,32.0,10.0
284,26.0,10.0,32.0,10.0
285,26.0,10.0,32.0,10.0
286,26.0,10.0,32.0,10.0
287,26.0,10.0,32.0,10.0
288,26.0,12.0,32.0,10.0
289,26.0,12.0,32.0,10.0
290,26.0,12.0,32.0,10.0
291,30.0,12.0,32.0,10.0
292,30.0,13.0,32.0,10.0
293,30.0,13.0,32.0,10.0
294,26.0,12.0,32.0,10.0
295,26.0,12.0,32.0,10.0
296,26.0,12.0,32.0,10.0
297,26.0,12.0,32.0,10.0
298,26.0,12.0,32.0,10.0
299,26.0,12.0,32.0,10.0
300,26.0,12.0,32.0,10.0
301,30.0,12.0,32.0,10.0
302,30.0,13.0,32.0,10.0
303,30.0,12.0,32.0,10.0
304,30.0,12.0,32.0,10.0
305,26.0,12.0,32.0,10.0
306,26.0,12.0,32.0,10.0
307,26.0,12.0,32.0,10.0
308,26.0,12.0,32.0,10.0
309,26.0,12.0,32.0,10.0
310,26.0,12.0,32.0,10.0
311,26.0,12.0,32.0,10.0
312,26.0,12.0,32.0,10.0
313,30.0,12.0,32.0,10.0
314,30.0,13.0,32.0,10.0
315,30.0,13.0,32.0,10.0
316,30.0,13.0,32.0,10.0
317,30.0,13.0,32.0,10.0
318,30.0,13.0,32.0,10.0
319,30.0,13.0,32.0,10.0
320,30.0,13.0,32.0,10.0
321,30.0,13.0,32.0,10.0
322,30.0,12.0,32.0,10.0
323,26.0,12.0,32.0,10.0
324,30.0,12.0,32.0,10.0
325,30.0,13.0,32.0,10.0
326,30.0,13.0,32.0,10.0
327,26.0,12.0,32.0,10.0
328,26.0,12.0,32.0,10.0
329,26.0,12.0,32.0,10.0
330,26.0,12.0,32.0,10.0
331,26.0,12.0,32.0,10.0
332,26.0,12.0,32.0,10.0
333,26.0,12.0,32.0,10.0
334,26.0,12.0,32.0,10.0
335,26.0,12.0,32.0,10.0
336,26.0,12.0,32.0,10.0
337,26.0,12.0,32.0,10.0
338,26.0,10.0,32.0,10.0
339,26.0,10.0,32.0,10.0
340,26.0,10.0,32.0,10.0
341,26.0,10.0,32.0,10.0
342,26.0,12.0,32.0,10.0
343,26.0,12.0,32.0,10.0
344,26.0,12.0,32.0,10.0
345,26.0,10.0,32.0,10.0
346,30.0,13.0,32.0,10.0
347,30.0,13.0,32.0,10.0
348,30.0,13.0,32.0,10.0
349,30.0,13.0,32.0,10.0
350,30.0,13.0,32.0,10.0
351,30.0,10.0,32.0,10.0
352,30.0,13.0,32.0,10.0
353,30.0,13.0,32.0,10.0
354,30.0,13.0,32.0,10.0
355,30.0,13.0,32.0,10.0
356,30.0,13.0,32.0,10.0
357,30.0,13.0,32.0,10.0
358,30.0,13.0,32.0,10.0
359,30.0,13.0,32.0,10.0
360,30.0,13.0,32.0,10.0
361,30.0,13.0,32.0,10.0
362,30.0,13.0,32.0,10.0
363,30.0,13.0,32.0,10.0
364,30.0,13.0,32.0,10.0
365,30.0,13.0,32.0,10.0
366,30.0,13.0,32.0,10.0
367,30.0,13.0,32.0,10.0
368,30.0,13.0,32.0,10.0
369,30.0,13.0,32.0,10.0
370,30.0,13.0,32.0,10.0
371,30.0,13.0,32.0,10.0
372,30.0,13.0,32.0,10.0
373,30.0,13.0,32.0,10.0
374,30.0,13.0,32.0,10.0
375,30.0,13.0,32.0,10.0
376,30.0,13.0,32.0,10.0
377,30.0,10.0,32.0,10.0
378,30.0,10.0,32.0,10.0
379,30.0,10.0,32.0,10.0
380,30.0,10.0,32.0,10.0
381,30.0,13.0,32.0,10.0
382,30.0,13.0,32.0,10.0
383,30.0,13.0,32.0,10.0
384,30.0,13.0,32.0,10.0
385,30.0,10.0,32.0,10.0
386,30.0,13.0,32.0,10.0
387,30.0,13.0,32.0,10.0
388,30.0,13.0,32.0,10.0
389,30.0,13.0,32.0,10.0
390,30.0,13.0,32.0,10.0
391,30.0,13.0,32.0,10.0
392,30.0,13.0,32.0,10.0
393,30.0,13.0,32.0,10.0
394,30.0,13.0,32.0,10.0
395,30.0,13.0,32.0,10.0
396,30.0,13.0,32.0,10.0
397,30.0,13.0,32.0,10.0
398,30.0,13.0,32.0,10.0
399,30.0,13.0,32.0,10.0
400,30.0,13.0,32.0,10.0
401,30.0,13.0,32.0,10.0
402,30.0,13.0,32.0,10.0
403,30.0,13.0,32.0,10.0
404,30.0,13.0,32.0,10.0
405,30.0,13.0,32.0,10.0
406,30.0,12.0,32.0,10.0
407,26.0,10.0,32.0,10.0
408,32.0,10.0,32.0,10.0
409,26.0,10.0,32.0,10.0
410,26.0,10.0,32.0,10.0
411,32.0,10.0,32.0,10.0
412,32.0,10.0,32.0,10.0
413,30.0,12.0,32.0,10.0
414,26.0,10.0,32.0,10.0
415,30.0,13.0,32.0,10.0
416,30.0,13.0,32.0,10.0
417,30.0,13.0,32.0,10.0
418,30.0,13.0,32.0,10.0
