,Anger.Self_Predicted,Disgust.Self_Predicted,Fear.Self_Predicted,Happiness.Self_Predicted,Sadness.Self_Predicted,Surprise.Self_Predicted,Anger.Self_Actual,Disgust.Self_Actual,Fear.Self_Actual,Happiness.Self_Actual,Sadness.Self_Actual,Surprise.Self_Actual
0,2,4,1,3,2,4,1,2,2,4,1,2
1,2,4,1,3,2,4,4,4,2,1,1,1
2,2,4,1,3,2,4,2,3,1,3,2,2
3,2,4,1,3,2,4,2,1,1,1,3,3
4,2,4,1,3,2,4,4,3,3,1,3,3
5,2,4,1,3,2,4,1,3,3,1,1,1
6,2,4,1,3,2,4,4,4,4,1,1,1
7,2,4,1,3,2,4,2,3,4,2,4,1
8,2,4,1,3,2,4,4,2,2,4,1,3
9,2,4,1,3,2,4,3,2,3,4,4,1
10,2,4,1,3,2,4,1,1,4,1,2,4
11,2,4,1,3,2,4,4,3,4,3,1,1
12,2,4,1,3,2,4,3,3,2,4,1,1
13,2,4,1,3,2,4,4,1,1,3,2,2
14,2,4,1,3,2,4,4,1,2,1,4,4
15,2,4,1,3,2,4,3,1,1,1,2,3
16,2,4,1,3,2,4,1,1,2,2,1,2
17,2,4,1,3,2,4,3,2,3,2,4,1
18,2,4,1,3,2,4,4,1,3,4,4,1
19,2,4,1,3,2,4,3,3,1,3,3,3
20,2,4,1,3,2,4,4,4,2,4,2,4
21,2,4,1,3,2,4,4,4,3,3,3,3
22,2,4,1,3,2,4,1,1,4,4,2,3
23,2,4,1,3,2,4,4,1,1,1,1,2
24,2,4,1,3,2,4,1,1,1,1,2,4
25,2,4,1,3,2,4,2,1,1,3,3,4
26,2,4,1,3,2,4,2,4,4,2,2,3
27,2,4,1,3,2,4,3,3,4,4,3,3
28,2,4,1,3,2,4,2,3,4,3,4,4
29,2,4,1,3,2,4,3,4,1,2,3,4
30,2,4,1,3,2,4,4,3,4,3,4,1
31,2,4,1,3,2,4,2,4,1,4,4,2
32,2,4,1,3,2,4,1,4,4,4,1,2
33,2,4,1,3,2,4,1,4,1,4,2,4
34,2,4,1,3,2,4,1,4,1,2,4,3
35,2,4,1,3,2,4,1,3,2,1,3,2
36,2,4,1,3,2,4,3,4,4,3,3,2
37,2,4,1,3,2,4,2,2,2,1,1,3
38,2,4,1,3,2,4,2,1,1,3,2,2
39,2,4,1,3,2,4,3,2,4,4,2,4
40,2,4,1,3,2,4,1,2,4,4,4,3
41,1,4,1,3,2,4,1,4,3,3,3,3
42,1,4,1,3,2,4,2,1,2,4,2,4
43,1,4,1,3,2,4,2,1,2,3,1,2
44,1,4,1,3,2,4,3,3,3,4,4,4
45,1,4,1,3,2,4,3,1,1,2,1,3
46,1,4,1,3,2,4,3,1,4,4,3,2
47,2,4,1,3,2,4,4,3,1,1,4,4
48,1,4,1,3,2,4,4,4,1,2,3,4
49,1,4,1,3,2,4,3,2,4,1,1,1
50,1,4,1,3,2,4,1,2,3,3,1,1
51,1,4,2,3,2,4,2,3,3,4,3,3
52,1,4,1,3,2,4,1,4,3,4,1,1
53,1,4,2,1,2,4,2,4,2,4,3,2
54,1,4,1,3,2,4,4,1,2,3,3,4
55,1,4,1,3,2,4,4,2,3,1,3,2
56,1,4,2,1,2,4,3,1,1,3,3,3
57,2,4,1,3,2,4,4,2,3,1,2,3
58,2,4,1,3,2,4,4,3,2,3,3,4
59,2,4,1,3,2,4,1,2,4,4,2,3
60,2,4,1,3,2,4,2,2,3,4,2,1
61,2,4,1,3,2,4,3,4,1,2,1,3
62,2,4,1,3,2,4,3,1,1,2,3,3
63,2,4,1,3,2,4,3,3,1,1,1,2
64,2,4,1,3,2,4,4,3,4,2,1,1
65,2,4,1,3,2,4,3,3,2,1,4,3
66,2,4,1,3,2,4,1,2,2,4,2,1
67,2,4,1,3,2,4,3,3,3,4,3,3
68,2,4,1,3,2,4,1,1,3,4,4,3
69,2,4,1,3,2,4,4,2,3,4,2,1
70,2,4,1,3,2,4,2,4,1,1,3,2
71,2,4,1,3,2,4,3,3,3,2,4,4
72,2,4,1,3,2,4,2,1,2,3,4,4
73,2,4,1,3,2,4,4,4,3,4,4,3
74,2,4,1,3,2,4,1,1,2,4,2,4
75,2,4,1,3,2,4,2,3,2,3,1,2
76,2,4,1,3,2,4,3,1,2,3,2,3
77,2,4,1,3,2,4,3,3,4,1,2,4
78,2,4,1,3,2,4,1,4,1,1,3,3
79,2,4,1,3,2,4,4,1,4,4,2,3
80,2,4,1,3,2,4,2,4,2,2,4,4
81,2,4,1,3,2,4,4,1,3,1,4,1
82,2,4,1,3,2,4,4,2,4,3,2,3
83,2,4,1,3,2,4,3,4,1,4,3,2
84,1,4,1,3,2,4,2,1,4,1,2,4
85,2,4,1,3,2,4,2,3,2,4,1,4
86,2,4,1,3,2,4,1,1,4,2,4,2
87,2,4,1,3,2,4,3,2,3,2,1,3
88,2,4,1,3,2,4,3,3,1,2,1,3
89,2,4,1,3,2,4,4,4,1,3,3,4
90,2,4,1,3,2,4,3,4,2,1,3,4
91,2,4,1,3,2,4,1,2,3,1,4,2
92,2,4,1,3,2,4,4,2,2,2,1,2
93,2,4,1,3,2,4,1,2,2,2,1,2
94,2,4,1,3,2,4,2,3,3,3,4,4
95,2,4,1,3,2,4,2,2,1,4,3,4
96,2,4,1,3,2,4,3,1,1,4,3,1
97,2,4,1,3,2,4,2,2,2,1,3,2
98,2,4,1,3,2,4,4,3,2,4,2,1
99,2,4,1,3,2,4,2,4,1,4,2,4
100,2,4,1,3,2,4,4,2,1,2,4,1
101,2,4,1,3,2,4,1,1,4,4,2,3
102,2,4,1,3,2,4,3,3,1,4,2,2
103,2,4,1,3,2,4,3,3,2,2,2,4
104,2,4,1,3,2,4,4,1,3,2,1,4
105,2,4,1,3,2,4,1,2,2,1,3,1
106,2,4,1,3,2,4,4,2,2,2,1,4
107,2,4,1,3,2,4,2,1,4,3,3,4
108,2,4,1,3,2,4,4,1,4,3,4,3
109,2,4,1,3,2,4,2,4,2,4,4,3
110,2,4,1,3,2,4,1,3,3,3,1,1
111,2,4,1,3,2,4,2,4,3,2,3,2
112,2,4,1,3,2,4,3,3,1,3,1,2
113,2,4,1,3,2,4,3,4,2,3,1,4
114,2,4,1,3,2,4,1,2,3,2,3,2
115,1,4,2,1,2,4,2,3,2,3,2,4
116,1,4,2,3,2,4,1,1,2,2,2,2
117,1,4,1,3,2,4,3,2,3,4,2,2
118,1,4,1,3,2,4,2,3,2,1,1,1
119,1,4,1,3,2,4,4,3,1,2,3,2
120,1,4,1,3,2,4,1,1,2,3,4,3
121,1,4,1,3,2,4,4,4,4,2,2,3
122,1,4,1,3,2,4,2,1,4,2,4,3
123,1,4,1,3,2,4,1,3,2,3,1,3
124,1,4,1,3,2,4,1,4,2,1,2,2
125,1,4,1,3,2,4,3,1,2,3,3,1
126,1,4,1,3,2,4,3,1,4,1,2,3
127,2,4,1,3,2,4,2,2,4,2,3,4
128,2,4,1,3,2,4,3,3,3,3,3,1
129,1,4,1,3,2,4,1,3,4,1,1,3
130,2,4,1,3,2,4,2,3,1,1,2,1
131,2,4,1,3,2,4,3,4,4,3,3,2
132,2,4,1,3,2,4,2,1,1,2,3,3
133,2,4,1,3,2,4,4,4,1,3,4,1
134,2,4,1,3,2,4,2,1,2,1,2,4
135,2,4,1,3,2,4,3,2,2,1,4,3
136,2,4,1,3,2,4,4,1,1,3,2,3
137,2,4,1,3,2,4,2,4,2,4,2,4
138,2,4,1,3,2,4,2,3,1,4,2,1
139,2,4,1,3,2,4,4,4,1,4,2,1
140,2,4,1,3,2,4,1,4,2,2,2,2
141,2,4,1,3,2,4,4,2,3,1,2,2
142,2,4,1,3,2,4,2,1,4,4,3,4
143,2,4,1,3,2,4,3,2,1,3,2,4
144,2,4,1,3,2,4,2,3,3,3,4,4
145,2,4,1,3,2,4,2,2,2,2,3,1
146,2,4,1,3,2,4,1,1,2,4,3,2
147,2,4,1,3,2,4,1,4,2,4,3,4
148,2,4,1,3,2,4,2,2,3,1,4,3
149,2,4,1,3,2,4,3,1,1,3,3,4
150,2,4,1,3,2,4,4,4,1,1,2,2
151,2,4,1,3,2,4,2,2,1,1,4,1
152,2,4,1,3,2,4,4,2,2,2,3,3
153,1,4,2,3,2,4,4,3,2,2,4,2
154,1,4,1,3,2,4,1,2,4,3,3,2
155,1,4,1,3,2,4,2,2,2,4,3,2
156,1,4,2,3,2,4,1,4,4,4,3,1
157,1,4,1,3,2,4,1,4,3,4,1,1
158,1,4,2,1,2,4,4,2,2,1,2,1
159,2,4,1,3,2,4,3,3,1,1,1,2
160,2,4,1,3,2,4,1,2,1,4,4,3
161,2,4,1,3,2,4,1,3,3,2,3,2
162,2,4,1,3,2,4,1,1,3,4,2,1
163,2,4,1,3,2,4,4,2,4,4,1,1
164,2,4,1,3,2,4,2,3,2,3,3,4
165,2,4,1,3,2,4,1,1,3,1,3,3
166,2,4,1,3,2,4,4,1,4,3,3,4
167,2,4,1,3,2,4,4,3,2,3,1,4
168,1,4,1,3,2,4,2,1,4,3,4,2
169,1,4,1,3,2,4,1,2,2,4,1,1
170,1,4,1,3,2,4,3,1,3,2,3,3
171,1,4,1,3,2,4,1,4,3,4,4,1
