,PANAS.Positive_Predicted,PANAS.Negative_Predicted,PANAS.Positive_Actual,PANAS.Negative_Actual
0,27.0,17.0,32.0,10.0
1,27.0,17.0,32.0,10.0
2,27.0,17.0,32.0,10.0
3,27.0,17.0,32.0,10.0
4,27.0,17.0,32.0,10.0
5,27.0,17.0,32.0,10.0
6,27.0,17.0,32.0,10.0
7,27.0,17.0,32.0,10.0
8,27.0,17.0,32.0,10.0
9,27.0,17.0,32.0,10.0
10,27.0,17.0,32.0,10.0
11,27.0,17.0,32.0,10.0
12,27.0,17.0,32.0,10.0
13,27.0,17.0,32.0,10.0
14,27.0,17.0,32.0,10.0
15,27.0,17.0,32.0,10.0
16,27.0,17.0,32.0,10.0
17,32.0,10.0,32.0,10.0
18,32.0,10.0,32.0,10.0
19,32.0,10.0,32.0,10.0
20,32.0,10.0,32.0,10.0
21,32.0,10.0,32.0,10.0
22,32.0,10.0,32.0,10.0
23,32.0,10.0,32.0,10.0
24,32.0,10.0,32.0,10.0
25,32.0,10.0,32.0,10.0
26,32.0,10.0,32.0,10.0
27,32.0,10.0,32.0,10.0
28,32.0,10.0,32.0,10.0
29,32.0,10.0,32.0,10.0
30,27.0,17.0,32.0,10.0
31,27.0,17.0,32.0,10.0
32,27.0,17.0,32.0,10.0
33,27.0,17.0,32.0,10.0
34,27.0,17.0,32.0,10.0
35,27.0,17.0,32.0,10.0
36,27.0,17.0,32.0,10.0
37,27.0,17.0,32.0,10.0
38,27.0,17.0,32.0,10.0
39,27.0,17.0,32.0,10.0
40,27.0,17.0,32.0,10.0
41,27.0,17.0,32.0,10.0
42,27.0,17.0,32.0,10.0
43,27.0,17.0,32.0,10.0
44,27.0,17.0,32.0,10.0
45,27.0,17.0,32.0,10.0
46,27.0,17.0,32.0,10.0
47,27.0,17.0,32.0,10.0
48,27.0,17.0,32.0,10.0
49,32.0,10.0,32.0,10.0
50,32.0,10.0,32.0,10.0
51,32.0,10.0,32.0,10.0
52,32.0,10.0,32.0,10.0
53,32.0,10.0,32.0,10.0
54,27.0,17.0,32.0,10.0
55,27.0,17.0,32.0,10.0
56,27.0,17.0,32.0,10.0
57,32.0,10.0,32.0,10.0
58,32.0,10.0,32.0,10.0
59,32.0,10.0,32.0,10.0
60,32.0,10.0,32.0,10.0
61,32.0,10.0,32.0,10.0
62,32.0,10.0,32.0,10.0
63,32.0,10.0,32.0,10.0
64,32.0,10.0,32.0,10.0
65,32.0,10.0,32.0,10.0
66,32.0,10.0,32.0,10.0
67,32.0,10.0,32.0,10.0
68,32.0,10.0,32.0,10.0
69,32.0,10.0,32.0,10.0
70,32.0,10.0,32.0,10.0
71,32.0,10.0,32.0,10.0
72,32.0,10.0,32.0,10.0
73,32.0,10.0,32.0,10.0
74,32.0,10.0,32.0,10.0
75,32.0,10.0,32.0,10.0
76,32.0,10.0,32.0,10.0
77,32.0,10.0,32.0,10.0
78,32.0,10.0,32.0,10.0
79,32.0,10.0,32.0,10.0
80,32.0,10.0,32.0,10.0
81,32.0,10.0,32.0,10.0
82,32.0,10.0,32.0,10.0
