,PANAS.Positive_Predicted,PANAS.Negative_Predicted,PANAS.Positive_Actual,PANAS.Negative_Actual
0,14,38,48,46
1,14,38,20,36
2,14,38,45,17
3,14,38,36,37
4,14,38,28,12
5,14,38,23,38
6,14,38,43,45
7,14,38,20,20
8,14,38,12,35
9,14,38,31,34
10,14,38,22,11
11,14,38,38,36
12,14,38,28,37
13,14,38,15,17
14,14,38,10,16
15,14,38,33,49
16,14,38,27,40
17,14,38,46,42
18,14,38,11,44
19,14,38,33,29
20,14,38,18,47
21,14,38,16,29
22,14,38,31,45
23,14,38,48,28
24,14,38,24,40
25,14,38,21,16
26,14,38,37,48
27,14,38,12,27
28,14,38,23,20
29,14,38,46,25
30,14,38,40,22
31,14,38,21,15
32,14,38,44,22
33,14,38,47,29
34,14,38,20,45
35,14,38,49,21
36,14,38,35,34
37,14,38,45,43
38,14,38,41,10
39,14,38,12,37
40,14,38,30,26
41,14,38,35,46
42,14,38,10,14
43,14,38,33,13
44,14,38,10,33
45,14,38,29,37
46,14,38,44,13
47,14,38,27,28
48,14,38,20,31
49,14,38,18,21
50,14,38,35,28
51,14,38,15,22
52,14,38,29,29
53,14,38,25,34
54,14,38,19,45
55,14,38,40,26
56,14,38,41,27
57,14,38,24,25
58,14,38,10,28
59,14,38,17,31
60,14,38,14,39
61,14,38,16,36
62,14,38,45,12
63,14,38,35,13
64,14,38,41,18
65,14,38,48,40
66,14,38,22,46
67,14,38,30,12
68,14,38,40,28
69,14,38,32,43
70,14,38,23,43
71,14,38,35,18
72,14,38,43,18
73,14,38,20,47
74,14,38,18,48
75,14,38,21,19
76,14,38,18,10
77,14,38,41,49
78,14,38,22,20
79,14,38,27,18
80,14,38,16,41
81,14,38,31,49
82,14,38,18,25
83,14,38,12,13
84,14,38,20,23
85,14,38,45,46
86,14,38,15,45
87,14,38,32,38
88,14,38,16,38
89,14,38,44,46
90,14,38,25,11
91,14,38,27,14
92,14,38,40,34
93,14,38,35,10
94,14,38,29,40
95,14,38,28,41
96,14,38,38,12
97,14,38,45,14
98,14,38,48,45
99,14,38,28,31
100,14,38,49,13
101,14,38,14,44
102,14,38,35,12
103,14,38,41,18
104,14,38,42,10
105,14,38,46,43
106,14,38,46,23
107,14,38,12,21
108,14,38,22,28
109,14,38,30,27
110,14,38,28,26
111,14,38,28,12
112,14,38,39,10
113,14,38,12,39
114,14,38,41,43
115,14,38,22,19
116,14,38,21,19
117,14,38,19,27
118,14,38,45,48
119,14,38,15,25
120,14,38,12,26
121,14,38,32,35
122,14,38,47,14
123,14,38,37,41
124,14,38,14,18
125,14,38,10,26
126,14,38,33,18
127,14,38,36,30
128,14,38,15,49
129,14,38,32,24
130,14,38,23,37
131,14,38,46,30
132,14,38,34,33
133,14,38,38,48
134,14,38,28,46
135,14,38,46,24
136,14,38,31,13
137,14,38,40,45
138,14,38,22,32
139,14,38,21,19
140,14,38,38,48
141,14,38,42,20
142,14,38,23,29
143,14,38,24,38
144,14,38,17,40
145,14,38,45,40
146,14,38,22,31
147,14,38,13,11
148,14,38,46,24
149,14,38,20,14
150,14,38,39,42
151,14,38,37,25
152,14,38,46,29
153,14,38,19,46
154,14,38,30,32
155,14,38,27,41
156,14,38,20,43
157,14,38,30,31
158,14,38,43,38
159,14,38,22,29
160,14,38,10,31
161,14,38,26,28
162,14,38,46,21
163,14,38,22,40
164,14,38,45,16
165,14,38,33,32
166,14,38,47,27
167,14,38,34,26
168,14,38,47,40
169,14,38,16,37
170,14,38,27,18
171,14,38,15,40
172,14,38,28,41
173,14,38,41,21
174,14,38,45,48
175,14,38,46,23
176,14,38,18,32
177,14,38,19,40
178,14,38,46,37
179,14,38,41,49
180,14,38,13,45
181,14,38,27,25
182,14,38,26,45
183,14,38,34,42
184,14,38,13,17
185,14,38,14,40
186,14,38,47,13
187,14,38,35,31
