,PANAS.Positive_Predicted,PANAS.Negative_Predicted,PANAS.Positive_Actual,PANAS.Negative_Actual
0,27.0,17.0,32.0,10.0
1,27.0,17.0,32.0,10.0
2,27.0,17.0,31.0,11.0
3,27.0,17.0,32.0,10.0
4,27.0,17.0,30.0,13.0
5,27.0,17.0,30.0,13.0
6,27.0,17.0,32.0,10.0
7,27.0,17.0,27.0,17.0
8,27.0,17.0,32.0,10.0
9,27.0,17.0,32.0,10.0
10,27.0,17.0,31.0,11.0
11,27.0,17.0,30.0,13.0
12,27.0,17.0,27.0,17.0
13,27.0,17.0,31.0,11.0
14,27.0,17.0,31.0,11.0
15,27.0,17.0,27.0,17.0
16,27.0,17.0,30.0,13.0
17,27.0,17.0,32.0,10.0
18,27.0,17.0,32.0,10.0
19,27.0,17.0,30.0,13.0
20,27.0,17.0,27.0,17.0
21,27.0,17.0,27.0,17.0
22,27.0,17.0,27.0,17.0
23,27.0,17.0,30.0,13.0
24,27.0,17.0,32.0,10.0
25,27.0,17.0,31.0,11.0
26,27.0,17.0,32.0,10.0
27,27.0,17.0,32.0,10.0
28,27.0,17.0,31.0,11.0
29,27.0,17.0,27.0,17.0
30,27.0,17.0,31.0,11.0
31,27.0,17.0,27.0,17.0
32,27.0,17.0,32.0,10.0
33,27.0,17.0,31.0,11.0
34,27.0,17.0,30.0,13.0
35,27.0,17.0,31.0,11.0
36,27.0,17.0,27.0,17.0
37,27.0,17.0,27.0,17.0
38,27.0,17.0,27.0,17.0
39,27.0,17.0,30.0,13.0
40,27.0,17.0,32.0,10.0
41,27.0,17.0,32.0,10.0
42,27.0,17.0,27.0,17.0
43,27.0,17.0,31.0,11.0
44,27.0,17.0,30.0,13.0
45,27.0,17.0,31.0,11.0
46,27.0,17.0,32.0,10.0
47,27.0,17.0,30.0,13.0
48,27.0,17.0,32.0,10.0
49,27.0,17.0,27.0,17.0
50,27.0,17.0,31.0,11.0
51,27.0,17.0,27.0,17.0
52,27.0,17.0,27.0,17.0
53,27.0,17.0,27.0,17.0
54,27.0,17.0,32.0,10.0
55,27.0,17.0,27.0,17.0
56,27.0,17.0,27.0,17.0
57,27.0,17.0,30.0,13.0
58,27.0,17.0,27.0,17.0
59,27.0,17.0,31.0,11.0
60,27.0,17.0,32.0,10.0
61,27.0,17.0,31.0,11.0
62,27.0,17.0,27.0,17.0
63,27.0,17.0,27.0,17.0
64,27.0,17.0,32.0,10.0
65,27.0,17.0,30.0,13.0
66,27.0,17.0,31.0,11.0
67,27.0,17.0,27.0,17.0
68,27.0,17.0,27.0,17.0
69,27.0,17.0,27.0,17.0
70,27.0,17.0,30.0,13.0
71,27.0,17.0,31.0,11.0
72,27.0,17.0,27.0,17.0
73,27.0,17.0,32.0,10.0
74,27.0,17.0,32.0,10.0
75,27.0,17.0,32.0,10.0
76,27.0,17.0,32.0,10.0
77,27.0,17.0,30.0,13.0
78,27.0,17.0,27.0,17.0
79,27.0,17.0,30.0,13.0
80,27.0,17.0,31.0,11.0
81,27.0,17.0,32.0,10.0
82,27.0,17.0,32.0,10.0
