,PANAS.Positive_Predicted,PANAS.Negative_Predicted,PANAS.Positive_Actual,PANAS.Negative_Actual
0,28,14,45,16
1,28,14,38,40
2,28,14,46,18
3,28,14,35,46
4,28,14,20,14
5,28,14,20,37
6,28,14,11,24
7,28,14,32,33
8,28,14,26,38
9,28,14,46,39
10,28,14,35,21
11,28,14,16,45
12,28,14,33,32
13,28,14,40,32
14,28,14,33,42
15,28,14,23,40
16,28,14,33,43
17,28,14,46,17
18,28,14,39,45
19,28,14,25,27
20,28,14,34,17
21,28,14,19,15
22,28,14,20,22
23,28,14,10,37
24,28,14,12,10
25,28,14,36,20
26,28,14,21,45
27,28,14,30,10
28,28,14,42,23
29,28,14,47,42
30,28,14,43,39
31,28,14,40,30
32,28,14,42,18
33,28,14,47,41
34,28,14,18,18
35,28,14,30,16
36,28,14,42,42
37,28,14,27,29
38,28,14,38,46
39,28,14,13,19
40,28,14,45,40
41,28,14,36,38
42,28,14,46,21
43,28,14,12,12
44,28,14,18,32
45,28,14,45,34
46,28,14,18,11
47,28,14,25,17
48,28,14,43,20
49,28,14,30,28
50,28,14,43,38
51,28,14,49,24
52,28,14,39,34
53,28,14,47,11
54,28,14,13,16
55,28,14,20,39
56,28,14,43,15
57,28,14,46,22
58,28,14,33,43
59,28,14,20,19
60,28,14,41,47
61,28,14,20,36
62,28,14,24,22
63,28,14,43,19
64,28,14,37,49
65,28,14,18,17
66,28,14,24,12
67,28,14,25,49
68,28,14,27,49
69,28,14,11,46
70,28,14,32,13
71,28,14,49,29
72,28,14,45,49
73,28,14,47,25
74,28,14,21,18
75,28,14,15,17
76,28,14,49,48
77,28,14,25,21
78,28,14,19,43
79,28,14,31,39
80,28,14,24,30
81,28,14,49,12
82,28,14,46,25
83,28,14,44,35
84,28,14,42,43
85,28,14,12,17
86,28,14,33,14
87,28,14,24,14
88,28,14,48,38
89,28,14,12,31
90,28,14,42,48
91,28,14,47,17
92,28,14,38,28
93,28,14,32,22
94,28,14,19,21
95,28,14,29,21
96,28,14,22,13
97,28,14,34,35
98,28,14,12,16
99,28,14,24,32
100,28,14,17,19
101,28,14,32,35
102,28,14,25,13
103,28,14,22,20
104,28,14,45,43
105,28,14,29,38
106,28,14,48,44
107,28,14,14,45
108,28,14,30,40
109,28,14,47,11
110,28,14,34,25
111,28,14,28,41
112,28,14,30,40
113,28,14,35,17
114,28,14,17,44
115,28,14,48,11
116,28,14,26,31
117,28,14,39,33
118,28,14,22,19
119,28,14,11,20
120,28,14,20,48
121,28,14,23,13
122,28,14,19,42
123,28,14,18,22
124,28,14,18,11
125,28,14,44,45
126,28,14,11,35
127,28,14,46,20
128,28,14,39,49
129,28,14,42,25
130,28,14,34,49
131,28,14,31,31
132,28,14,39,48
133,28,14,28,25
134,28,14,41,30
135,28,14,46,11
136,28,14,13,13
137,28,14,25,16
138,28,14,46,30
139,28,14,17,39
140,28,14,33,45
141,28,14,18,27
