,PANAS.Positive_Predicted,PANAS.Negative_Predicted,PANAS.Positive_Actual,PANAS.Negative_Actual
0,31.0,11.0,32.0,10.0
1,31.0,11.0,32.0,10.0
2,31.0,11.0,32.0,10.0
3,31.0,11.0,32.0,10.0
4,31.0,11.0,32.0,10.0
5,31.0,11.0,32.0,10.0
6,31.0,11.0,32.0,10.0
7,31.0,11.0,32.0,10.0
8,31.0,11.0,32.0,10.0
9,31.0,11.0,32.0,10.0
10,31.0,11.0,32.0,10.0
11,31.0,11.0,32.0,10.0
12,31.0,11.0,32.0,10.0
13,31.0,11.0,32.0,10.0
14,31.0,11.0,32.0,10.0
15,31.0,11.0,32.0,10.0
16,31.0,11.0,32.0,10.0
17,31.0,11.0,32.0,10.0
18,31.0,11.0,32.0,10.0
19,31.0,11.0,32.0,10.0
20,31.0,11.0,32.0,10.0
21,31.0,11.0,32.0,10.0
22,31.0,11.0,32.0,10.0
23,31.0,11.0,32.0,10.0
24,31.0,11.0,32.0,10.0
25,31.0,11.0,32.0,10.0
26,31.0,11.0,32.0,10.0
27,31.0,11.0,32.0,10.0
28,31.0,11.0,32.0,10.0
29,31.0,11.0,32.0,10.0
30,31.0,11.0,32.0,10.0
31,31.0,11.0,32.0,10.0
32,31.0,11.0,32.0,10.0
33,31.0,11.0,32.0,10.0
34,31.0,11.0,32.0,10.0
35,31.0,11.0,32.0,10.0
36,31.0,11.0,32.0,10.0
37,31.0,11.0,32.0,10.0
38,31.0,11.0,32.0,10.0
39,31.0,11.0,32.0,10.0
40,31.0,11.0,32.0,10.0
41,31.0,11.0,32.0,10.0
42,31.0,11.0,32.0,10.0
43,31.0,11.0,32.0,10.0
44,31.0,11.0,32.0,10.0
45,31.0,11.0,32.0,10.0
46,31.0,11.0,32.0,10.0
47,31.0,11.0,32.0,10.0
48,31.0,11.0,32.0,10.0
49,31.0,11.0,32.0,10.0
50,31.0,11.0,32.0,10.0
51,31.0,11.0,32.0,10.0
52,31.0,11.0,32.0,10.0
53,31.0,11.0,32.0,10.0
54,31.0,10.0,32.0,10.0
55,31.0,10.0,32.0,10.0
56,31.0,10.0,32.0,10.0
57,31.0,11.0,32.0,10.0
58,31.0,11.0,32.0,10.0
59,31.0,11.0,32.0,10.0
60,31.0,11.0,32.0,10.0
61,31.0,11.0,32.0,10.0
62,31.0,11.0,32.0,10.0
63,31.0,11.0,32.0,10.0
64,31.0,11.0,32.0,10.0
65,31.0,11.0,32.0,10.0
66,31.0,11.0,32.0,10.0
67,31.0,11.0,32.0,10.0
68,31.0,11.0,32.0,10.0
69,31.0,11.0,32.0,10.0
70,31.0,11.0,32.0,10.0
71,31.0,10.0,32.0,10.0
72,31.0,10.0,32.0,10.0
73,31.0,10.0,32.0,10.0
74,31.0,11.0,32.0,10.0
75,31.0,11.0,32.0,10.0
76,31.0,11.0,32.0,10.0
77,31.0,11.0,32.0,10.0
78,31.0,11.0,32.0,10.0
79,31.0,11.0,32.0,10.0
80,31.0,11.0,32.0,10.0
81,31.0,11.0,32.0,10.0
82,31.0,11.0,32.0,10.0
83,31.0,11.0,32.0,10.0
84,31.0,11.0,32.0,10.0
85,31.0,11.0,32.0,10.0
86,31.0,11.0,32.0,10.0
87,31.0,11.0,32.0,10.0
88,31.0,11.0,32.0,10.0
89,31.0,11.0,32.0,10.0
90,31.0,11.0,32.0,10.0
91,31.0,11.0,32.0,10.0
92,31.0,11.0,32.0,10.0
93,31.0,10.0,32.0,10.0
94,31.0,10.0,32.0,10.0
95,31.0,11.0,32.0,10.0
96,31.0,11.0,32.0,10.0
97,31.0,11.0,32.0,10.0
98,31.0,11.0,32.0,10.0
99,31.0,11.0,32.0,10.0
100,31.0,11.0,32.0,10.0
101,31.0,11.0,32.0,10.0
102,31.0,11.0,32.0,10.0
103,31.0,11.0,32.0,10.0
104,31.0,11.0,32.0,10.0
105,31.0,11.0,32.0,10.0
106,31.0,11.0,32.0,10.0
107,31.0,11.0,32.0,10.0
108,31.0,11.0,32.0,10.0
109,31.0,11.0,32.0,10.0
110,31.0,11.0,32.0,10.0
111,31.0,11.0,32.0,10.0
112,31.0,11.0,32.0,10.0
113,31.0,11.0,32.0,10.0
114,31.0,11.0,32.0,10.0
115,31.0,11.0,32.0,10.0
116,31.0,11.0,32.0,10.0
117,31.0,11.0,32.0,10.0
118,31.0,11.0,32.0,10.0
119,31.0,11.0,32.0,10.0
120,31.0,10.0,32.0,10.0
121,31.0,10.0,32.0,10.0
122,31.0,10.0,32.0,10.0
123,31.0,11.0,32.0,10.0
124,31.0,11.0,32.0,10.0
125,31.0,11.0,32.0,10.0
126,31.0,11.0,32.0,10.0
127,31.0,10.0,32.0,10.0
128,31.0,10.0,32.0,10.0
129,31.0,11.0,32.0,10.0
130,31.0,11.0,32.0,10.0
131,31.0,11.0,32.0,10.0
132,31.0,11.0,32.0,10.0
133,31.0,11.0,32.0,10.0
134,31.0,11.0,32.0,10.0
135,31.0,10.0,32.0,10.0
136,27.0,17.0,32.0,10.0
137,27.0,17.0,32.0,10.0
138,27.0,17.0,32.0,10.0
139,27.0,17.0,32.0,10.0
140,27.0,17.0,32.0,10.0
141,27.0,17.0,32.0,10.0
142,27.0,17.0,32.0,10.0
143,27.0,17.0,32.0,10.0
144,27.0,17.0,32.0,10.0
145,27.0,17.0,32.0,10.0
146,31.0,17.0,32.0,10.0
147,31.0,11.0,32.0,10.0
148,31.0,11.0,32.0,10.0
149,31.0,11.0,32.0,10.0
150,31.0,11.0,32.0,10.0
