,Anger.Self_Predicted,Disgust.Self_Predicted,Fear.Self_Predicted,Happiness.Self_Predicted,Sadness.Self_Predicted,Surprise.Self_Predicted,Anger.Self_Actual,Disgust.Self_Actual,Fear.Self_Actual,Happiness.Self_Actual,Sadness.Self_Actual,Surprise.Self_Actual
0,4,3,4,3,2,1,4,4,2,1,4,2
1,4,3,4,3,2,1,1,4,2,2,3,1
2,4,3,4,3,2,1,4,4,3,3,1,3
3,4,3,4,3,2,1,3,1,2,4,2,2
4,4,3,4,3,2,1,4,2,1,2,4,1
5,4,3,4,3,2,1,2,4,4,1,4,2
6,4,3,4,3,2,1,2,1,2,2,3,4
7,4,3,4,3,2,1,3,4,2,1,3,2
8,4,3,4,3,2,1,2,3,4,2,1,3
9,4,3,4,3,2,1,4,2,3,2,2,2
10,4,3,4,3,2,1,3,1,4,1,4,4
11,4,3,4,3,2,1,3,2,3,1,3,3
12,4,3,4,3,2,1,4,2,1,2,3,1
13,4,3,4,3,2,1,2,2,3,3,4,4
14,4,3,4,3,2,1,2,3,4,4,1,3
15,4,3,4,3,2,1,2,3,1,1,1,2
16,4,3,4,3,2,1,2,1,1,3,3,3
17,4,3,4,3,2,1,3,2,2,3,4,2
18,4,3,4,3,2,1,4,3,4,4,3,1
19,4,3,4,3,2,1,4,3,1,3,2,1
20,4,3,4,3,2,1,2,3,4,2,4,3
21,4,3,4,3,2,1,1,4,1,1,2,1
22,4,3,4,3,2,1,4,1,4,3,3,4
23,4,3,4,3,2,1,2,3,4,3,4,1
24,4,3,2,3,2,1,2,2,1,3,3,4
25,4,3,2,3,3,4,4,4,2,1,3,3
26,4,3,2,3,2,4,1,4,4,4,3,4
27,4,3,2,3,2,4,2,4,3,4,4,2
28,4,3,2,3,2,4,3,3,1,3,2,4
29,4,3,2,3,2,4,3,4,3,4,3,1
30,4,3,2,3,2,4,3,3,4,2,2,1
31,4,3,2,3,2,4,3,2,1,1,4,1
32,4,3,2,3,3,4,1,1,4,2,4,3
33,4,3,2,3,3,4,3,4,3,4,4,1
34,4,3,2,3,2,4,2,3,3,2,3,1
35,4,3,2,3,2,4,4,1,4,2,3,1
36,4,3,2,3,2,1,1,3,3,1,3,1
37,4,3,4,3,2,1,1,2,2,3,1,3
38,4,3,4,3,2,1,4,2,2,2,2,4
39,4,3,4,3,2,1,4,2,1,1,4,3
40,4,3,4,3,2,1,4,1,4,2,1,4
41,4,3,4,3,2,1,4,2,2,1,4,1
42,4,3,4,3,2,1,4,3,3,1,1,2
43,4,3,4,3,2,1,1,1,3,1,2,2
44,4,3,4,3,2,1,4,3,3,1,2,1
45,4,3,4,3,2,1,1,1,4,4,3,2
46,4,3,4,3,2,1,4,1,2,2,3,2
