,Anger.Self_Predicted,Disgust.Self_Predicted,Fear.Self_Predicted,Happiness.Self_Predicted,Sadness.Self_Predicted,Surprise.Self_Predicted,Anger.Self_Actual,Disgust.Self_Actual,Fear.Self_Actual,Happiness.Self_Actual,Sadness.Self_Actual,Surprise.Self_Actual
0,2,2,2,1,4,3,2,4,2,3,3,3
1,2,2,2,1,4,3,3,3,1,4,1,2
2,2,2,2,1,4,3,4,2,2,1,3,3
3,2,2,2,1,1,3,3,1,4,3,1,4
4,2,2,2,1,4,3,3,4,1,4,1,1
5,2,2,2,1,4,3,4,1,4,3,4,3
6,4,2,2,1,4,3,3,3,4,2,2,1
7,4,2,2,1,4,3,4,4,4,3,3,1
8,4,2,2,1,4,3,4,1,4,3,2,1
9,4,4,2,1,3,4,4,4,2,3,3,1
10,4,2,3,1,3,4,1,1,3,4,3,2
11,4,2,3,2,3,4,3,4,1,2,2,1
12,4,3,3,2,3,2,4,2,4,4,2,1
13,4,3,3,2,3,2,4,4,3,3,1,4
14,4,3,3,2,3,2,1,4,1,3,4,3
15,2,3,3,2,3,2,1,1,4,4,3,4
16,4,4,3,2,3,2,1,1,3,1,1,4
17,4,4,3,2,3,2,1,2,3,2,1,1
18,2,4,3,4,3,2,2,3,4,3,3,3
19,2,4,3,4,3,2,2,3,3,4,2,4
20,2,4,3,2,3,2,4,3,1,3,2,1
21,2,4,3,2,3,4,4,3,1,2,3,2
22,3,4,3,3,3,4,3,3,4,1,2,2
23,4,4,3,3,3,4,4,1,1,1,4,1
24,3,4,3,4,1,4,3,3,2,1,3,2
25,3,4,4,4,3,4,2,1,1,1,2,3
26,3,4,4,4,1,4,2,2,1,1,4,1
27,3,4,1,4,1,3,1,1,4,2,1,3
28,3,4,1,4,1,3,2,3,4,1,4,2
29,3,4,1,4,4,3,1,2,1,3,3,3
30,3,4,1,4,1,3,1,4,3,4,2,1
31,3,4,1,4,3,3,4,2,4,4,1,2
32,3,4,1,4,3,3,3,1,1,1,2,4
33,3,1,1,2,3,3,1,3,2,1,4,3
34,3,1,1,2,3,3,1,1,2,4,1,3
35,3,1,2,2,3,2,4,1,4,1,3,3
36,3,1,2,4,3,2,1,2,4,4,3,4
37,3,1,2,2,3,2,4,1,2,1,4,4
38,3,1,2,3,3,2,3,1,2,2,2,2
39,4,1,2,4,2,3,1,3,3,1,4,2
40,4,1,2,4,2,3,3,4,3,4,4,3
41,2,2,2,4,3,4,2,1,3,2,1,1
42,4,4,2,2,2,2,3,2,3,2,1,4
43,4,2,2,4,2,3,1,1,1,3,4,1
44,4,2,2,4,2,4,3,2,3,1,2,3
45,4,2,2,4,2,4,3,1,3,2,2,1
46,4,2,2,4,2,3,1,1,4,3,1,4
47,4,2,2,4,2,3,1,4,2,1,4,4
48,2,2,2,4,2,3,3,3,2,4,1,4
49,2,2,2,4,2,4,2,1,2,2,2,2
50,4,2,2,4,2,3,4,3,4,2,1,1
51,4,2,2,4,2,3,2,2,2,3,3,1
52,4,2,2,4,2,4,3,4,1,3,2,3
53,4,2,2,4,2,4,3,3,3,3,1,2
54,4,2,2,4,1,4,1,4,3,2,4,3
55,4,2,2,4,1,3,4,3,4,1,4,3
56,4,2,2,3,2,3,3,2,4,4,2,1
57,4,3,2,4,1,3,4,4,3,2,2,3
58,3,2,2,2,1,3,1,4,3,1,4,2
59,2,2,2,4,1,3,2,2,4,4,3,1
60,2,2,2,3,2,3,1,4,1,2,3,3
61,4,2,2,3,2,3,2,3,3,3,1,3
62,2,2,2,3,2,3,1,1,1,3,2,4
63,2,3,2,4,4,3,1,2,1,2,4,1
64,2,3,2,4,3,4,4,3,4,3,1,1
65,1,4,3,1,4,4,4,2,4,3,4,4
66,1,2,3,1,4,2,4,1,4,1,1,4
67,1,2,3,1,4,2,1,4,1,3,3,4
68,1,2,3,1,4,2,4,3,2,2,3,1
69,1,2,3,1,4,4,3,1,4,1,2,2
70,1,2,3,1,4,4,1,2,1,3,4,2
71,1,2,3,1,4,4,1,2,2,1,2,1
72,1,2,1,1,4,2,3,1,2,3,3,3
73,1,2,1,1,4,2,4,4,4,4,3,2
74,1,2,1,1,4,2,3,1,4,2,1,4
75,1,2,1,1,4,2,2,3,3,2,4,4
76,1,2,3,1,4,2,4,1,3,3,1,4
77,1,2,3,1,4,2,1,1,4,2,4,1
78,1,4,3,1,4,2,3,4,2,1,3,1
79,1,4,3,1,4,2,3,3,3,4,4,1
80,1,2,3,1,4,2,1,3,2,3,1,2
81,1,2,3,1,4,2,4,4,3,2,4,3
82,1,2,3,1,4,2,1,4,4,4,3,3
83,1,2,3,1,4,2,2,1,1,3,4,3
84,1,4,3,1,4,2,4,2,4,1,4,4
85,1,2,3,1,4,2,1,4,3,2,3,1
86,1,2,3,1,4,2,4,2,4,3,2,4
87,1,4,3,1,4,2,3,4,2,1,3,3
88,1,4,3,1,4,2,2,2,3,2,3,3
89,1,4,3,1,4,2,4,3,1,3,1,4
90,1,2,3,1,4,2,3,1,2,3,1,1
91,1,2,3,1,4,4,1,3,2,2,2,1
92,1,2,3,1,4,2,1,4,2,3,1,3
93,1,2,3,1,4,2,2,3,3,3,1,3
94,1,2,3,1,4,4,4,4,2,4,3,2
95,1,2,3,1,4,4,3,3,1,2,1,4
96,1,2,3,1,4,4,2,4,2,2,4,3
97,1,2,3,1,4,4,1,1,2,4,1,2
98,1,2,3,1,4,2,4,4,2,2,2,2
99,1,2,3,1,4,2,4,3,1,3,4,1
100,1,2,3,1,4,2,3,3,2,3,1,4
101,1,2,3,1,4,4,1,4,2,3,4,2
102,1,2,3,1,4,2,1,2,4,2,4,1
103,1,2,3,1,4,2,3,4,1,3,2,4
104,1,2,3,1,4,2,1,4,1,4,4,3
105,1,2,3,1,4,2,4,4,2,4,3,2
106,1,2,3,1,4,2,1,3,4,3,4,4
107,1,2,3,1,4,2,1,2,1,3,3,1
108,1,2,3,1,4,2,2,3,1,1,1,3
109,1,2,3,1,4,2,1,2,2,1,3,2
110,1,2,3,1,3,4,2,3,2,1,1,1
111,1,2,3,1,3,4,1,4,1,2,1,4
112,1,2,3,2,3,4,2,3,2,1,1,4
113,1,2,3,1,3,4,4,4,4,2,4,4
114,1,2,3,1,3,4,3,2,3,1,1,1
115,1,2,3,1,3,4,4,4,4,1,2,2
116,1,2,3,1,3,4,1,4,1,1,3,2
117,1,2,3,1,3,4,3,4,1,3,3,4
118,1,4,1,2,3,4,4,1,3,3,4,4
119,1,4,1,2,3,4,1,3,4,3,1,4
120,1,2,3,2,3,4,4,3,2,2,2,2
121,1,4,3,2,3,4,1,3,2,4,3,2
122,1,2,3,2,3,4,1,3,1,3,3,4
123,1,2,3,2,3,4,3,4,2,2,2,1
124,1,4,3,2,3,4,3,2,3,1,4,4
125,1,2,1,1,3,4,1,2,3,4,3,1
126,1,2,3,1,4,4,4,1,1,3,3,1
127,1,2,3,1,4,4,2,2,2,3,1,2
128,1,4,3,1,4,4,2,2,1,3,2,1
129,1,2,1,1,3,4,3,2,2,3,1,3
130,1,2,1,3,3,4,4,1,3,4,2,4
131,1,2,1,3,3,4,3,3,2,4,2,2
132,1,4,1,2,3,4,2,3,1,3,4,3
133,1,4,1,2,3,4,4,2,3,3,1,1
134,1,4,1,2,3,4,4,3,2,4,2,2
135,1,2,3,1,4,4,2,2,3,3,2,3
136,1,2,3,1,4,4,2,4,1,2,2,4
137,1,4,3,1,4,4,2,2,1,3,1,1
138,1,4,3,1,4,4,3,1,1,2,2,3
139,1,2,3,2,4,4,4,3,3,2,3,3
140,1,2,3,1,4,4,2,3,4,4,1,2
141,1,2,3,1,4,4,1,3,2,1,2,3
142,1,2,3,1,4,4,2,4,1,2,3,1
143,1,2,3,1,4,4,1,3,4,4,2,3
144,1,2,3,1,4,4,3,1,1,4,3,3
145,1,2,3,1,4,4,4,2,4,1,3,1
146,1,2,3,1,4,4,4,4,2,2,2,1
147,1,2,3,1,3,4,3,4,4,3,4,3
148,1,2,3,1,3,4,2,4,3,2,1,2
149,1,4,3,1,3,4,1,2,1,2,3,1
150,1,4,1,2,3,4,2,4,1,2,3,2
151,1,4,1,2,3,4,1,4,3,3,4,3
152,1,2,3,1,4,4,1,3,3,2,3,4
153,3,2,3,1,4,4,2,3,1,1,4,1
154,1,4,3,2,3,4,2,2,4,2,1,2
155,1,4,1,2,3,4,4,3,4,2,4,3
156,1,4,1,2,3,4,4,2,1,4,2,1
157,1,4,1,2,3,4,1,4,1,4,4,4
158,1,4,1,2,3,4,4,2,3,4,2,3
159,1,4,1,1,3,4,4,3,1,4,4,4
160,1,4,1,1,3,4,1,4,4,2,2,3
161,1,4,1,1,3,4,3,2,1,4,2,2
162,1,4,1,1,3,4,2,4,4,1,4,3
163,1,4,1,1,3,4,4,1,3,3,2,2
164,1,4,3,1,3,4,1,1,4,1,1,4
165,1,2,3,1,3,4,2,4,1,3,4,3
166,1,2,3,1,3,4,3,4,3,3,3,1
167,1,2,3,1,3,4,2,3,2,3,2,2
168,1,2,3,1,4,4,4,2,1,1,2,4
169,1,2,3,1,4,4,2,4,2,1,1,4
170,1,4,3,1,4,4,3,3,4,1,1,1
171,1,2,3,1,4,4,4,4,4,4,2,2
172,1,2,3,1,4,4,2,1,3,4,4,2
173,1,2,3,1,3,4,1,3,4,2,3,2
174,1,2,3,1,3,4,1,3,4,1,4,3
175,1,2,3,1,3,4,1,2,1,1,1,4
176,1,4,1,2,3,4,2,3,1,2,1,2
177,1,4,1,2,3,4,4,1,1,1,2,2
178,1,4,1,2,3,4,1,2,2,3,2,1
179,1,4,1,2,3,4,4,3,1,4,2,1
180,1,4,1,2,3,4,3,4,2,1,4,3
181,1,2,3,2,3,4,2,3,1,4,4,1
182,1,2,3,1,3,4,1,2,3,3,4,2
183,1,2,3,1,3,4,3,4,3,3,2,3
184,1,2,3,1,3,4,2,1,4,1,1,3
185,1,2,3,1,4,4,1,2,1,1,3,4
186,1,2,3,1,4,4,2,4,1,3,1,4
187,1,2,3,1,4,4,1,3,1,4,1,1
188,1,2,3,1,4,4,2,3,2,2,1,1
189,1,2,3,2,3,4,1,3,1,4,1,1
190,1,2,3,2,3,4,3,4,1,3,2,2
191,1,2,3,1,3,4,1,3,3,3,1,4
192,1,2,3,1,3,4,4,3,1,2,4,2
193,1,2,3,1,3,4,2,4,1,2,1,1
194,1,2,3,1,3,4,1,1,3,3,4,2
195,1,2,3,2,3,4,4,4,2,1,3,4
196,1,4,1,2,3,4,4,1,3,3,3,1
197,1,4,3,2,3,4,4,2,2,3,4,3
198,1,4,3,1,3,4,2,2,3,1,1,2
199,1,2,3,1,3,4,1,3,4,3,4,2
200,1,2,3,1,3,4,4,2,3,1,2,1
201,1,2,3,1,3,4,3,4,3,1,1,2
202,1,2,3,1,3,4,3,4,3,4,2,3
203,1,4,3,2,3,4,2,2,4,3,3,1
204,1,4,3,1,3,4,4,1,4,4,3,2
205,1,4,3,1,3,4,2,4,2,1,4,4
206,1,4,1,2,3,4,1,3,2,2,2,4
207,1,4,3,2,3,4,2,1,3,3,4,2
208,1,4,3,2,3,4,1,2,1,2,4,4
209,1,4,3,1,3,4,4,3,1,2,4,1
210,1,4,3,1,3,4,2,4,3,1,4,4
211,1,4,3,1,3,4,2,2,1,2,4,3
212,1,4,3,1,3,4,3,3,1,4,3,3
213,1,4,3,1,3,4,3,3,2,4,2,3
214,1,4,3,1,3,4,4,4,1,3,4,4
215,1,4,3,1,4,4,2,3,4,4,2,1
216,1,4,3,1,4,4,3,2,1,3,3,4
217,1,4,3,1,3,4,4,1,4,4,3,3
218,1,4,1,1,3,4,4,4,3,4,1,2
219,1,4,3,2,3,4,2,4,4,3,2,1
220,1,4,1,2,3,4,4,2,2,2,4,1
221,1,4,1,1,3,4,2,4,1,4,2,4
222,1,4,3,1,3,4,4,3,4,3,1,2
223,1,4,1,1,3,4,3,1,2,1,1,1
224,1,4,1,1,3,4,3,1,1,3,4,1
225,1,4,1,2,3,4,4,2,1,4,3,4
226,1,4,1,2,3,4,1,2,2,4,3,3
227,1,4,1,1,3,4,2,1,4,2,1,4
228,1,4,1,1,3,4,4,1,3,4,4,4
229,1,2,1,2,3,4,2,4,4,3,2,4
230,1,4,1,2,3,4,4,4,3,2,1,1
231,1,4,1,2,4,4,4,3,1,1,3,4
232,1,4,1,2,3,4,4,3,3,1,3,4
233,1,4,1,2,3,4,1,2,3,1,3,4
