,Anger.Self_Predicted,Disgust.Self_Predicted,Fear.Self_Predicted,Happiness.Self_Predicted,Sadness.Self_Predicted,Surprise.Self_Predicted,Anger.Self_Actual,Disgust.Self_Actual,Fear.Self_Actual,Happiness.Self_Actual,Sadness.Self_Actual,Surprise.Self_Actual
0,3,2,1,4,3,4,3,1,1,1,1,2
1,3,2,1,4,3,3,3,4,4,4,4,4
2,3,2,1,3,3,3,4,4,3,3,1,4
3,3,2,1,3,3,3,3,4,2,1,2,1
4,3,2,1,3,3,3,4,3,2,3,4,2
5,3,2,1,3,3,3,1,4,3,2,3,2
6,3,2,1,3,3,3,3,3,2,2,3,3
7,3,2,1,3,3,3,4,2,2,3,4,3
8,3,2,1,3,3,3,2,4,2,2,3,2
9,3,2,1,3,3,3,3,4,2,2,2,2
10,3,2,1,3,3,3,3,3,3,3,2,1
11,3,2,1,3,3,3,2,3,3,1,2,2
12,3,2,1,3,3,3,2,2,2,2,3,3
13,3,2,1,3,3,3,3,3,4,1,1,1
14,3,2,1,3,3,3,1,1,4,3,3,4
15,3,4,1,3,3,3,4,2,1,1,4,3
16,3,4,1,3,3,3,1,3,4,2,1,1
17,3,2,1,3,3,3,2,4,4,3,1,1
18,3,3,1,2,3,2,2,4,2,4,4,3
19,4,1,4,3,3,1,2,1,3,1,2,2
20,4,2,4,3,3,1,2,4,3,1,4,3
21,4,2,4,3,3,1,4,2,4,2,3,1
22,3,2,4,4,3,1,2,1,1,3,1,3
23,3,2,1,4,3,1,4,3,2,2,2,2
24,3,2,1,4,3,3,4,3,3,1,1,1
25,3,2,1,4,3,3,4,2,2,4,3,4
26,3,3,1,4,3,1,3,2,1,4,2,2
27,3,3,1,4,4,1,4,2,2,2,4,4
28,3,3,1,4,4,1,2,3,2,1,1,4
29,3,4,1,4,4,1,1,2,2,2,1,3
30,3,2,1,4,4,1,4,1,1,1,1,1
31,3,2,1,4,4,1,3,1,3,4,3,1
32,3,2,1,4,4,1,4,2,2,1,1,4
33,3,2,1,4,4,1,1,2,1,1,1,3
34,3,2,1,4,3,4,4,1,3,2,1,2
35,3,2,1,4,3,4,2,1,4,2,2,3
36,3,2,1,4,3,4,1,3,3,2,2,2
37,2,2,3,4,3,4,4,3,4,2,4,1
38,4,2,3,4,3,3,1,2,1,1,4,4
39,4,2,3,4,3,3,3,1,3,3,4,2
40,4,2,4,4,3,3,1,1,2,2,1,1
41,4,4,4,4,3,4,3,4,3,3,2,1
42,4,4,3,4,3,4,2,1,2,2,4,2
43,2,2,3,4,3,4,3,4,1,2,2,2
44,2,4,3,4,3,4,3,1,2,2,4,3
45,2,4,3,2,4,1,2,4,2,2,1,4
46,2,4,3,2,3,1,2,4,4,3,1,3
47,3,4,3,2,3,3,3,4,1,4,3,4
48,3,4,3,3,3,1,4,4,4,2,1,2
49,3,2,1,3,3,4,2,3,3,2,3,1
50,3,2,1,3,3,4,2,4,4,1,3,2
51,3,2,1,3,1,1,4,3,2,4,4,4
52,3,2,1,3,1,4,1,4,1,1,2,1
53,3,1,1,4,1,4,1,3,4,3,2,1
54,1,2,1,4,3,4,3,2,4,2,3,4
55,1,2,1,4,3,4,3,4,1,1,1,3
56,1,3,1,4,3,4,1,1,1,1,2,3
57,1,2,1,4,3,4,3,1,3,2,2,1
58,4,2,1,4,1,4,3,2,1,2,2,3
59,4,2,3,4,4,3,4,3,1,3,1,1
60,3,2,3,2,1,3,1,4,1,1,4,3
61,3,2,3,2,1,3,1,1,3,3,4,3
62,3,2,3,2,1,3,1,1,4,4,4,1
63,3,2,3,2,1,3,2,2,1,3,1,2
64,3,4,3,4,1,3,1,4,3,2,4,1
65,4,4,3,4,1,3,1,4,4,1,3,1
66,4,4,3,4,1,3,4,2,1,3,1,2
67,4,4,3,4,2,3,1,1,1,3,1,1
68,4,4,3,4,4,3,1,4,4,1,4,2
69,4,4,3,4,4,3,3,2,2,1,1,1
70,4,4,3,4,4,4,4,4,1,2,3,4
71,4,4,3,4,2,4,3,1,4,2,4,3
72,4,4,3,4,2,4,4,4,4,4,1,2
73,4,4,3,4,4,4,3,4,4,2,2,4
74,4,4,3,4,4,4,1,1,4,4,3,4
75,4,4,3,4,4,4,1,4,3,3,2,2
76,4,4,3,4,2,3,1,2,3,4,2,3
77,4,4,3,4,2,3,2,4,4,3,3,4
78,4,4,3,4,2,3,4,4,2,3,1,3
79,4,4,3,4,2,3,2,4,3,2,1,3
80,4,4,3,4,4,3,1,1,1,4,3,4
81,4,4,3,4,2,4,4,2,3,3,3,3
82,4,4,1,4,2,4,4,1,1,3,4,3
83,4,4,1,4,2,4,1,2,2,4,1,2
84,4,4,1,4,2,4,1,3,3,3,3,3
85,4,4,1,4,4,4,2,2,2,1,4,2
86,4,4,1,4,4,4,4,3,4,3,4,2
87,4,4,1,4,4,4,1,1,2,2,2,1
88,4,4,1,4,2,4,4,3,4,3,2,3
89,4,4,1,4,2,4,4,3,3,1,4,3
90,4,4,1,4,2,4,2,4,2,1,1,4
91,4,4,3,4,2,4,3,2,3,4,4,1
92,1,4,3,4,4,4,2,1,2,1,2,2
93,1,4,3,4,4,4,1,3,4,3,2,2
94,1,4,3,4,4,4,2,4,2,2,2,4
95,4,4,3,4,2,4,3,4,4,3,1,3
96,1,4,3,4,2,4,2,1,3,4,1,3
97,4,4,3,4,2,4,2,3,3,2,2,3
98,4,4,3,4,2,4,2,1,2,1,1,4
99,4,4,3,4,2,4,4,4,3,1,4,4
100,4,4,3,4,2,4,1,2,1,2,3,4
101,4,4,3,4,2,4,2,3,2,2,2,2
102,4,4,3,4,2,4,3,1,1,2,1,1
103,4,4,3,4,3,4,1,4,3,1,2,1
104,4,2,1,4,4,4,2,4,1,4,3,2
105,4,4,1,4,2,4,2,4,1,3,2,4
106,4,4,3,4,2,4,3,2,1,4,3,3
107,4,4,3,4,3,4,2,2,2,1,2,3
108,4,4,4,4,4,4,4,4,3,3,4,3
109,4,4,3,4,4,4,4,2,3,2,2,3
110,4,2,3,4,3,4,2,3,2,1,4,1
111,4,2,3,4,3,4,4,2,3,4,2,3
112,4,2,3,4,3,4,3,2,2,1,1,4
