,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,3.2736048698425293,1.6380048990249634,1.6355997323989868,0.3995117247104645,0.40141600370407104
1,3.263754367828369,1.6327491998672485,1.6310049295425415,0.40327149629592896,0.405029296875
2,3.2806289196014404,1.638352394104004,1.6422765254974365,0.3997802734375,0.3968749940395355
3,3.2686309814453125,1.6375700235366821,1.6310608386993408,0.4001220762729645,0.40507811307907104
4,3.2715160846710205,1.6412101984024048,1.6303056478500366,0.3983154296875,0.40617674589157104
5,3.280583143234253,1.6444743871688843,1.636108636856079,0.3952392637729645,0.40095216035842896
6,3.2884058952331543,1.6458841562271118,1.6425220966339111,0.3968505859375,0.3995605409145355
7,3.275460720062256,1.6399166584014893,1.6355441808700562,0.4000000059604645,0.4024414122104645
8,3.278303623199463,1.6435474157333374,1.6347558498382568,0.3961425721645355,0.40290528535842896
9,3.25913667678833,1.6321169137954712,1.6270196437835693,0.4045654237270355,0.40791016817092896
