,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,2.0403950214385986,1.0200105905532837,1.0203841924667358,0.5276855230331421,0.5276855230331421
1,2.0351147651672363,1.0173313617706299,1.0177830457687378,0.520556628704071,0.520556628704071
2,2.033891201019287,1.0168486833572388,1.0170425176620483,0.532177746295929,0.532177746295929
3,2.0381195545196533,1.0190424919128418,1.0190770626068115,0.529345691204071,0.529345691204071
4,2.1235837936401367,1.0655182600021362,1.0580655336380005,0.534472644329071,0.534472644329071
5,1.9232940673828125,0.9613245129585266,0.9619696736335754,0.5318359136581421,0.5318359136581421
6,2.0370936393737793,1.0184279680252075,1.0186659097671509,0.530224621295929,0.530224621295929
7,2.0294883251190186,1.0146561861038208,1.0148322582244873,0.533642590045929,0.533642590045929
8,2.0337882041931152,1.0168662071228027,1.0169222354888916,0.531298816204071,0.531298816204071
9,2.0358798503875732,1.0180305242538452,1.017849326133728,0.529736340045929,0.529736340045929
