,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,1.7400649785995483,0.8638423681259155,0.8762226104736328,0.806689441204071,0.8030761480331421
1,2.2211995124816895,1.1242198944091797,1.0969798564910889,0.834423840045929,0.8338867425918579
2,2.232687473297119,1.1167199611663818,1.1159676313400269,0.7715820074081421,0.7771972417831421
3,2.473315715789795,1.2347545623779297,1.2385607957839966,0.807666003704071,0.8067382574081421
4,3.4225640296936035,1.6959203481674194,1.7266435623168945,0.7386230230331421,0.7364746332168579
5,2.775412082672119,1.4165565967559814,1.358855962753296,0.796630859375,0.7972167730331421
6,2.283327579498291,1.0921061038970947,1.1912215948104858,0.770214855670929,0.770214855670929
7,2.531712770462036,1.2539094686508179,1.2778033018112183,0.7701171636581421,0.7685546875
8,2.3081233501434326,1.107399821281433,1.20072340965271,0.822265625,0.821582019329071
9,2.2288599014282227,1.1151442527770996,1.1137155294418335,0.7669433355331421,0.765429675579071
