,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,3.394892692565918,1.699135422706604,1.695757269859314,0.3405633270740509,0.3434673249721527
1,3.3961658477783203,1.6951135396957397,1.701052188873291,0.34405839443206787,0.33871299028396606
2,3.3944590091705322,1.7003966569900513,1.6940627098083496,0.3388157784938812,0.34434106945991516
3,3.394351005554199,1.6973820924758911,1.696968674659729,0.34130859375,0.3420795500278473
4,3.399783134460449,1.698746681213379,1.7010365724563599,0.3401007354259491,0.33796772360801697
5,3.3905417919158936,1.6939300298690796,1.6966123580932617,0.34521484375,0.34241366386413574
6,3.3981287479400635,1.7009048461914062,1.6972236633300781,0.33948397636413574,0.3427734375
7,3.398514986038208,1.6996361017227173,1.6988790035247803,0.33950966596603394,0.34048622846603394
8,3.3948822021484375,1.6975637674331665,1.697318434715271,0.3412829041481018,0.3415655791759491
9,3.399202346801758,1.699029564857483,1.7001726627349854,0.3389185965061188,0.337890625
