,PANAS.Positive_Predicted,PANAS.Negative_Predicted,PANAS.Positive_Actual,PANAS.Negative_Actual
0,32.0,10.0,32.0,10.0
1,32.0,10.0,32.0,10.0
2,32.0,10.0,32.0,10.0
3,32.0,10.0,32.0,10.0
4,32.0,10.0,32.0,10.0
5,32.0,10.0,32.0,10.0
6,32.0,10.0,32.0,10.0
7,32.0,10.0,32.0,10.0
8,32.0,10.0,32.0,10.0
9,32.0,10.0,32.0,10.0
10,32.0,10.0,32.0,10.0
11,32.0,10.0,32.0,10.0
12,32.0,10.0,32.0,10.0
13,32.0,10.0,32.0,10.0
14,32.0,10.0,32.0,10.0
15,32.0,10.0,32.0,10.0
16,32.0,10.0,32.0,10.0
17,32.0,10.0,32.0,10.0
18,32.0,10.0,32.0,10.0
19,32.0,10.0,32.0,10.0
20,32.0,10.0,32.0,10.0
21,32.0,10.0,32.0,10.0
22,32.0,10.0,32.0,10.0
23,32.0,10.0,32.0,10.0
24,32.0,10.0,32.0,10.0
25,32.0,10.0,32.0,10.0
26,32.0,10.0,32.0,10.0
27,32.0,10.0,32.0,10.0
28,32.0,10.0,32.0,10.0
29,32.0,10.0,32.0,10.0
30,32.0,10.0,32.0,10.0
31,32.0,10.0,32.0,10.0
32,32.0,10.0,32.0,10.0
33,32.0,10.0,32.0,10.0
34,32.0,10.0,32.0,10.0
35,32.0,10.0,32.0,10.0
36,32.0,10.0,32.0,10.0
37,32.0,10.0,32.0,10.0
38,32.0,10.0,32.0,10.0
39,32.0,10.0,32.0,10.0
40,32.0,10.0,32.0,10.0
41,32.0,10.0,32.0,10.0
42,32.0,10.0,32.0,10.0
43,32.0,10.0,32.0,10.0
44,32.0,10.0,32.0,10.0
45,32.0,10.0,32.0,10.0
46,32.0,10.0,32.0,10.0
47,32.0,10.0,32.0,10.0
48,32.0,10.0,32.0,10.0
49,32.0,10.0,32.0,10.0
50,32.0,10.0,32.0,10.0
51,32.0,10.0,32.0,10.0
52,32.0,10.0,32.0,10.0
53,32.0,10.0,32.0,10.0
54,32.0,10.0,32.0,10.0
55,32.0,10.0,32.0,10.0
56,32.0,10.0,32.0,10.0
57,32.0,10.0,32.0,10.0
58,30.0,13.0,32.0,10.0
59,30.0,13.0,32.0,10.0
60,30.0,13.0,32.0,10.0
61,30.0,13.0,32.0,10.0
62,27.0,17.0,32.0,10.0
63,32.0,10.0,32.0,10.0
64,32.0,10.0,32.0,10.0
65,27.0,17.0,32.0,10.0
66,27.0,17.0,32.0,10.0
67,27.0,17.0,32.0,10.0
68,27.0,17.0,32.0,10.0
69,27.0,17.0,32.0,10.0
70,27.0,17.0,32.0,10.0
71,27.0,17.0,32.0,10.0
72,30.0,13.0,32.0,10.0
73,30.0,13.0,32.0,10.0
74,30.0,13.0,32.0,10.0
75,30.0,13.0,32.0,10.0
76,30.0,13.0,32.0,10.0
77,30.0,13.0,32.0,10.0
78,30.0,13.0,32.0,10.0
79,30.0,13.0,32.0,10.0
80,30.0,13.0,32.0,10.0
81,30.0,13.0,32.0,10.0
82,30.0,13.0,32.0,10.0
83,30.0,13.0,32.0,10.0
84,30.0,13.0,32.0,10.0
85,30.0,13.0,32.0,10.0
86,30.0,13.0,32.0,10.0
87,30.0,13.0,32.0,10.0
88,30.0,13.0,32.0,10.0
89,30.0,13.0,32.0,10.0
90,30.0,13.0,32.0,10.0
91,30.0,13.0,32.0,10.0
92,30.0,13.0,32.0,10.0
93,27.0,17.0,32.0,10.0
94,30.0,13.0,32.0,10.0
95,27.0,17.0,32.0,10.0
96,27.0,17.0,32.0,10.0
97,27.0,17.0,32.0,10.0
98,27.0,17.0,32.0,10.0
99,27.0,17.0,32.0,10.0
100,27.0,17.0,32.0,10.0
101,30.0,13.0,32.0,10.0
102,30.0,13.0,32.0,10.0
103,32.0,13.0,32.0,10.0
104,30.0,13.0,32.0,10.0
105,30.0,13.0,32.0,10.0
106,27.0,13.0,32.0,10.0
107,30.0,13.0,32.0,10.0
108,30.0,13.0,32.0,10.0
109,27.0,17.0,32.0,10.0
110,27.0,17.0,32.0,10.0
111,27.0,17.0,32.0,10.0
112,27.0,17.0,32.0,10.0
113,27.0,17.0,32.0,10.0
114,27.0,17.0,32.0,10.0
115,30.0,13.0,32.0,10.0
116,30.0,13.0,32.0,10.0
117,30.0,13.0,32.0,10.0
118,30.0,13.0,32.0,10.0
119,30.0,13.0,32.0,10.0
120,30.0,13.0,32.0,10.0
121,30.0,13.0,32.0,10.0
122,30.0,13.0,32.0,10.0
123,30.0,13.0,32.0,10.0
124,30.0,13.0,32.0,10.0
125,30.0,13.0,32.0,10.0
126,30.0,13.0,32.0,10.0
127,30.0,13.0,32.0,10.0
128,30.0,13.0,32.0,10.0
129,30.0,13.0,32.0,10.0
130,30.0,13.0,32.0,10.0
131,30.0,13.0,32.0,10.0
132,30.0,13.0,32.0,10.0
133,27.0,17.0,32.0,10.0
134,27.0,17.0,32.0,10.0
135,27.0,17.0,32.0,10.0
136,27.0,17.0,32.0,10.0
137,27.0,17.0,32.0,10.0
138,27.0,17.0,32.0,10.0
139,27.0,17.0,32.0,10.0
140,27.0,17.0,32.0,10.0
141,27.0,17.0,32.0,10.0
142,30.0,13.0,32.0,10.0
143,30.0,13.0,32.0,10.0
144,27.0,17.0,32.0,10.0
145,27.0,17.0,32.0,10.0
146,27.0,17.0,32.0,10.0
147,27.0,17.0,32.0,10.0
148,27.0,17.0,32.0,10.0
149,27.0,17.0,32.0,10.0
150,27.0,17.0,32.0,10.0
151,27.0,17.0,32.0,10.0
152,27.0,17.0,32.0,10.0
153,27.0,17.0,32.0,10.0
154,32.0,10.0,32.0,10.0
155,32.0,10.0,32.0,10.0
156,32.0,10.0,32.0,10.0
157,32.0,10.0,32.0,10.0
158,32.0,10.0,32.0,10.0
159,32.0,10.0,32.0,10.0
160,32.0,10.0,32.0,10.0
161,32.0,10.0,32.0,10.0
162,32.0,10.0,32.0,10.0
163,32.0,10.0,32.0,10.0
164,32.0,10.0,32.0,10.0
165,32.0,10.0,32.0,10.0
166,27.0,17.0,32.0,10.0
167,27.0,17.0,32.0,10.0
168,27.0,17.0,32.0,10.0
169,27.0,17.0,32.0,10.0
170,27.0,17.0,32.0,10.0
171,27.0,17.0,32.0,10.0
172,27.0,17.0,32.0,10.0
173,27.0,17.0,32.0,10.0
174,32.0,10.0,32.0,10.0
175,32.0,10.0,32.0,10.0
176,32.0,10.0,32.0,10.0
177,32.0,10.0,32.0,10.0
178,32.0,10.0,32.0,10.0
179,32.0,10.0,32.0,10.0
180,32.0,10.0,32.0,10.0
181,32.0,10.0,32.0,10.0
182,32.0,10.0,32.0,10.0
183,32.0,10.0,32.0,10.0
184,32.0,10.0,32.0,10.0
185,32.0,10.0,32.0,10.0
186,30.0,13.0,32.0,10.0
187,30.0,13.0,32.0,10.0
188,32.0,10.0,32.0,10.0
189,32.0,10.0,32.0,10.0
190,32.0,10.0,32.0,10.0
191,32.0,10.0,32.0,10.0
192,32.0,10.0,32.0,10.0
193,32.0,10.0,32.0,10.0
194,32.0,10.0,32.0,10.0
195,32.0,10.0,32.0,10.0
196,32.0,10.0,32.0,10.0
197,32.0,10.0,32.0,10.0
198,32.0,10.0,32.0,10.0
199,32.0,10.0,32.0,10.0
200,32.0,10.0,32.0,10.0
201,32.0,10.0,32.0,10.0
202,30.0,13.0,32.0,10.0
203,30.0,13.0,32.0,10.0
204,30.0,13.0,32.0,10.0
205,32.0,13.0,32.0,10.0
206,30.0,13.0,32.0,10.0
207,32.0,10.0,32.0,10.0
208,32.0,10.0,32.0,10.0
209,32.0,10.0,32.0,10.0
210,32.0,10.0,32.0,10.0
211,32.0,10.0,32.0,10.0
212,32.0,10.0,32.0,10.0
213,32.0,13.0,32.0,10.0
214,32.0,10.0,32.0,10.0
215,30.0,13.0,32.0,10.0
216,30.0,13.0,32.0,10.0
217,30.0,13.0,32.0,10.0
218,30.0,13.0,32.0,10.0
219,30.0,13.0,32.0,10.0
220,30.0,13.0,32.0,10.0
221,30.0,13.0,32.0,10.0
222,30.0,13.0,32.0,10.0
223,30.0,13.0,32.0,10.0
224,30.0,13.0,32.0,10.0
225,30.0,13.0,32.0,10.0
226,30.0,13.0,32.0,10.0
227,30.0,13.0,32.0,10.0
228,30.0,13.0,32.0,10.0
229,30.0,13.0,32.0,10.0
230,30.0,13.0,32.0,10.0
231,30.0,13.0,32.0,10.0
232,30.0,13.0,32.0,10.0
233,30.0,13.0,32.0,10.0
234,30.0,13.0,32.0,10.0
235,30.0,13.0,32.0,10.0
236,30.0,13.0,32.0,10.0
237,30.0,13.0,32.0,10.0
238,30.0,13.0,32.0,10.0
239,30.0,13.0,32.0,10.0
240,30.0,13.0,32.0,10.0
241,30.0,13.0,32.0,10.0
242,30.0,13.0,32.0,10.0
243,32.0,10.0,32.0,10.0
244,30.0,13.0,32.0,10.0
245,27.0,17.0,32.0,10.0
246,27.0,17.0,32.0,10.0
247,27.0,17.0,32.0,10.0
248,27.0,17.0,32.0,10.0
249,27.0,17.0,32.0,10.0
250,27.0,17.0,32.0,10.0
251,27.0,17.0,32.0,10.0
252,30.0,13.0,32.0,10.0
253,30.0,13.0,32.0,10.0
254,30.0,13.0,32.0,10.0
255,30.0,13.0,32.0,10.0
256,30.0,13.0,32.0,10.0
257,30.0,13.0,32.0,10.0
258,30.0,13.0,32.0,10.0
259,30.0,13.0,32.0,10.0
260,30.0,13.0,32.0,10.0
261,30.0,13.0,32.0,10.0
262,30.0,13.0,32.0,10.0
263,30.0,13.0,32.0,10.0
264,30.0,13.0,32.0,10.0
265,30.0,13.0,32.0,10.0
266,30.0,13.0,32.0,10.0
267,30.0,13.0,32.0,10.0
268,30.0,13.0,32.0,10.0
269,30.0,13.0,32.0,10.0
270,30.0,13.0,32.0,10.0
271,30.0,13.0,32.0,10.0
272,30.0,13.0,32.0,10.0
273,30.0,13.0,32.0,10.0
274,30.0,13.0,32.0,10.0
275,30.0,13.0,32.0,10.0
276,30.0,13.0,32.0,10.0
277,30.0,13.0,32.0,10.0
278,30.0,13.0,32.0,10.0
279,30.0,13.0,32.0,10.0
280,30.0,13.0,32.0,10.0
281,30.0,13.0,32.0,10.0
282,30.0,13.0,32.0,10.0
283,30.0,13.0,32.0,10.0
284,30.0,13.0,32.0,10.0
285,30.0,13.0,32.0,10.0
286,30.0,13.0,32.0,10.0
287,30.0,13.0,32.0,10.0
288,30.0,13.0,32.0,10.0
289,30.0,13.0,32.0,10.0
290,30.0,13.0,32.0,10.0
291,30.0,13.0,32.0,10.0
292,30.0,13.0,32.0,10.0
293,30.0,13.0,32.0,10.0
294,30.0,13.0,32.0,10.0
295,30.0,13.0,32.0,10.0
296,30.0,13.0,32.0,10.0
297,30.0,13.0,32.0,10.0
298,30.0,13.0,32.0,10.0
299,30.0,13.0,32.0,10.0
300,30.0,13.0,32.0,10.0
301,30.0,13.0,32.0,10.0
302,30.0,13.0,32.0,10.0
303,30.0,13.0,32.0,10.0
304,30.0,13.0,32.0,10.0
305,30.0,13.0,32.0,10.0
306,30.0,13.0,32.0,10.0
307,30.0,13.0,32.0,10.0
308,30.0,13.0,32.0,10.0
309,30.0,13.0,32.0,10.0
310,30.0,13.0,32.0,10.0
311,30.0,13.0,32.0,10.0
312,30.0,13.0,32.0,10.0
313,30.0,13.0,32.0,10.0
314,30.0,13.0,32.0,10.0
315,30.0,13.0,32.0,10.0
316,30.0,13.0,32.0,10.0
317,30.0,13.0,32.0,10.0
318,30.0,13.0,32.0,10.0
319,27.0,13.0,32.0,10.0
320,27.0,17.0,32.0,10.0
321,27.0,17.0,32.0,10.0
322,27.0,17.0,32.0,10.0
323,27.0,17.0,32.0,10.0
324,30.0,13.0,32.0,10.0
325,30.0,13.0,32.0,10.0
326,30.0,13.0,32.0,10.0
327,30.0,13.0,32.0,10.0
328,30.0,13.0,32.0,10.0
329,30.0,13.0,32.0,10.0
330,30.0,13.0,32.0,10.0
331,30.0,13.0,32.0,10.0
332,30.0,13.0,32.0,10.0
333,30.0,13.0,32.0,10.0
334,30.0,13.0,32.0,10.0
335,30.0,13.0,32.0,10.0
336,30.0,13.0,32.0,10.0
337,30.0,13.0,32.0,10.0
