,Anger.Self_Predicted,Disgust.Self_Predicted,Fear.Self_Predicted,Happiness.Self_Predicted,Sadness.Self_Predicted,Surprise.Self_Predicted,Anger.Self_Actual,Disgust.Self_Actual,Fear.Self_Actual,Happiness.Self_Actual,Sadness.Self_Actual,Surprise.Self_Actual
0,3,2,2,4,1,2,2,4,4,1,2,4
1,3,2,2,4,1,2,2,3,3,4,1,4
2,3,2,2,4,1,2,2,4,3,1,4,3
3,1,2,2,4,1,2,3,1,1,2,2,2
4,1,2,3,4,1,2,3,4,1,3,3,3
5,1,2,3,4,1,2,4,4,3,1,1,1
6,3,2,3,4,1,2,1,3,4,4,3,2
7,3,2,3,4,1,2,3,1,2,4,4,2
8,3,2,2,4,1,2,2,3,4,2,1,4
9,3,2,2,4,1,2,1,1,4,3,4,4
10,3,2,2,4,1,2,4,1,3,2,2,1
11,3,2,2,4,1,2,3,1,3,3,3,2
12,1,2,3,4,4,2,1,1,2,2,2,4
13,1,2,3,4,1,2,1,1,3,3,1,2
14,3,2,3,4,1,2,3,2,3,4,3,2
15,3,2,3,4,1,2,4,1,4,1,1,2
16,1,2,3,4,1,2,3,4,3,4,4,4
17,3,2,3,2,1,4,4,4,1,3,4,3
18,3,1,3,4,2,3,4,1,2,2,4,1
19,3,1,3,4,2,2,4,4,4,2,1,3
20,3,4,2,4,3,3,3,2,1,4,3,4
21,3,2,1,1,3,2,3,3,2,1,4,2
22,3,1,3,4,3,2,1,2,2,3,4,1
23,3,1,3,4,3,2,3,3,4,3,2,4
24,3,1,3,4,3,2,1,4,3,1,3,2
25,3,1,3,4,3,3,3,4,4,2,1,3
26,3,1,3,4,2,2,3,2,3,2,3,1
27,3,1,3,4,2,2,3,4,3,1,4,3
28,3,1,2,4,2,3,2,4,4,2,1,1
29,3,1,3,4,2,2,1,3,1,3,1,1
30,3,1,2,4,2,2,1,2,1,4,3,1
31,3,1,2,4,2,3,1,3,2,2,1,4
32,3,1,2,4,3,3,4,3,4,4,3,2
33,3,1,2,1,3,3,4,2,3,4,2,3
34,3,1,2,1,3,3,4,4,2,1,4,1
35,3,1,2,1,3,3,4,4,3,4,1,3
36,3,1,2,1,3,3,1,4,3,3,2,1
37,3,4,2,4,3,3,3,2,4,4,1,4
38,3,4,2,1,3,3,1,4,4,2,1,1
39,3,4,2,1,3,3,4,2,4,2,3,4
40,3,4,2,1,3,3,2,3,3,1,3,2
41,3,4,2,1,3,3,4,1,4,3,1,4
42,3,4,2,1,2,3,2,3,4,3,1,3
43,3,4,2,1,3,3,2,2,1,4,3,1
44,3,4,2,1,3,3,3,2,4,3,1,3
45,3,4,2,1,3,3,3,4,2,4,3,4
46,3,4,2,1,3,3,1,3,1,4,1,4
47,3,4,2,1,3,3,3,4,4,1,3,3
48,3,4,2,1,3,3,1,4,3,2,4,1
49,3,4,2,1,3,3,2,3,4,3,2,4
50,3,4,2,1,3,3,2,4,1,2,3,1
51,3,4,2,1,2,3,4,4,1,4,3,3
52,3,4,2,1,3,3,3,4,3,4,3,3
53,3,4,2,1,3,3,3,1,1,3,1,2
54,3,4,2,1,3,3,2,2,1,1,3,1
