,Anger.Self_Predicted,Disgust.Self_Predicted,Fear.Self_Predicted,Happiness.Self_Predicted,Sadness.Self_Predicted,Surprise.Self_Predicted,Anger.Self_Actual,Disgust.Self_Actual,Fear.Self_Actual,Happiness.Self_Actual,Sadness.Self_Actual,Surprise.Self_Actual
0,2,3,1,4,4,4,4,2,4,2,1,3
1,2,3,1,4,4,4,3,1,1,4,4,1
2,2,3,1,4,4,4,2,3,1,4,2,1
3,2,3,1,4,4,4,1,4,1,2,3,3
4,2,3,1,4,4,4,1,2,1,3,4,4
5,2,3,1,4,4,4,1,4,3,1,4,2
6,2,3,1,4,4,4,1,2,2,1,3,4
7,2,2,1,4,4,4,2,4,1,2,1,2
8,2,4,4,4,2,2,2,1,4,3,4,3
9,2,4,4,4,2,2,4,4,1,2,1,3
10,2,4,4,4,2,2,1,2,1,1,1,3
11,2,2,1,2,4,4,2,2,2,1,3,1
12,2,2,1,2,4,4,1,4,1,2,3,4
13,2,3,1,4,3,4,1,4,2,2,3,3
14,2,3,1,4,4,4,3,1,3,1,2,1
15,2,3,1,4,4,4,1,1,1,4,4,3
16,2,3,1,4,4,4,1,4,2,2,2,1
17,2,3,1,4,4,4,2,2,1,1,2,2
18,2,3,1,4,4,4,3,1,2,3,2,4
19,2,3,1,4,4,4,1,3,4,1,1,1
20,4,2,1,4,4,4,4,2,1,1,4,4
21,4,2,1,4,4,4,2,3,3,1,3,3
22,2,2,3,4,4,2,3,1,3,2,3,4
23,2,4,4,4,4,2,3,3,1,2,2,2
24,2,4,3,4,4,2,2,2,4,1,3,4
25,2,4,3,4,4,2,3,1,1,2,1,1
26,2,4,1,2,4,3,4,4,4,1,3,1
27,2,4,1,4,4,3,4,4,1,4,1,4
28,2,4,1,4,4,3,3,4,1,4,1,2
29,2,4,1,4,4,3,1,3,4,4,4,3
30,2,4,1,4,4,3,3,2,2,3,2,2
31,2,3,3,4,4,4,4,4,2,1,1,2
32,2,3,3,4,4,4,3,1,2,3,2,1
33,2,3,1,4,4,4,2,4,3,2,4,2
34,2,3,1,4,4,4,4,1,1,1,3,1
35,2,3,1,4,4,4,1,1,2,4,2,3
36,2,3,4,4,4,4,3,3,3,4,3,4
37,2,3,4,3,3,4,3,1,2,4,1,2
38,2,3,4,4,4,4,4,1,4,1,1,4
39,2,3,3,3,2,2,1,1,2,3,3,1
40,2,3,4,4,4,4,1,1,1,2,2,3
41,2,3,4,4,3,3,4,1,4,2,2,3
42,2,3,4,4,2,4,1,3,3,2,4,3
43,2,3,4,4,2,4,2,4,4,1,1,1
44,4,3,4,4,2,4,1,1,1,3,3,2
45,4,3,4,4,2,4,1,1,2,3,2,2
46,4,3,4,4,4,4,2,2,4,1,2,3
47,4,3,1,4,4,4,4,1,1,4,2,2
48,4,3,1,4,4,4,1,2,1,3,3,4
49,4,3,4,4,4,4,3,2,3,1,2,2
50,4,3,4,4,3,4,1,3,2,1,1,1
51,4,3,4,4,4,4,2,3,4,3,3,2
52,4,3,4,4,4,4,2,3,3,4,1,1
53,4,3,4,4,2,4,1,1,2,1,4,3
54,4,3,4,4,2,4,4,3,3,2,4,1
55,4,3,4,4,2,4,1,4,1,4,4,2
56,4,3,4,4,2,4,2,2,3,4,3,1
57,4,3,4,4,2,4,4,4,3,2,3,4
58,4,3,4,4,2,4,3,2,3,1,3,4
59,4,3,4,4,2,4,2,2,3,3,2,2
60,4,3,4,4,4,4,1,2,4,4,1,2
61,4,3,4,4,3,4,2,4,3,4,2,1
