,Anger.Self_Predicted,Disgust.Self_Predicted,Fear.Self_Predicted,Happiness.Self_Predicted,Sadness.Self_Predicted,Surprise.Self_Predicted,Anger.Self_Actual,Disgust.Self_Actual,Fear.Self_Actual,Happiness.Self_Actual,Sadness.Self_Actual,Surprise.Self_Actual
0,3,2,1,3,3,1,3,1,3,3,4,3
1,1,2,3,1,3,1,3,1,3,2,4,4
2,1,2,3,1,3,1,2,3,1,3,2,3
3,1,2,3,1,1,1,1,3,4,2,3,1
4,1,2,3,1,1,1,2,4,4,4,1,2
5,1,2,3,3,1,1,4,2,2,4,3,1
6,1,2,3,3,1,2,2,2,4,4,1,1
7,3,2,2,3,1,2,4,2,4,2,3,3
8,3,2,2,3,1,2,2,2,1,2,4,3
9,1,2,3,2,1,2,1,3,4,2,1,3
10,4,4,3,4,2,3,4,4,1,1,4,3
11,4,2,3,2,2,3,2,2,3,1,2,3
12,4,2,3,2,2,3,1,3,2,4,3,2
13,4,2,3,2,2,3,1,3,2,3,3,2
14,4,2,3,2,1,3,4,2,1,4,1,3
15,1,2,3,2,4,3,1,4,2,1,4,1
16,1,2,3,2,1,3,2,4,2,1,2,3
17,1,2,3,2,1,3,4,4,2,1,4,3
18,1,2,3,2,1,3,3,3,4,2,4,2
19,3,2,2,3,1,3,3,1,3,1,1,3
20,3,2,2,3,1,2,1,1,4,1,1,3
21,1,2,2,4,1,1,2,3,2,2,1,2
22,1,3,1,4,1,1,3,1,4,4,2,3
23,3,2,1,4,1,1,2,2,1,4,1,2
24,1,3,1,4,1,1,2,3,3,3,3,4
25,3,4,1,4,1,1,2,4,3,1,1,2
26,4,2,1,4,1,1,4,4,2,2,4,2
27,3,2,2,3,1,2,3,3,2,1,1,4
28,1,1,3,2,1,2,2,2,2,4,4,2
29,2,1,2,2,2,2,1,3,2,2,4,2
30,1,1,3,3,2,2,2,2,2,1,2,3
31,2,1,3,3,2,2,4,2,4,1,3,4
32,2,4,2,1,1,2,2,1,4,2,3,1
33,2,1,2,1,2,2,2,4,4,3,4,2
34,2,1,2,4,1,2,3,2,3,1,4,4
35,2,1,2,4,1,2,2,2,3,1,1,2
36,2,2,2,4,1,2,4,2,1,4,2,4
37,2,4,2,4,1,2,1,1,3,2,3,1
38,1,1,2,3,1,3,4,1,4,1,4,4
39,1,1,2,3,4,3,2,3,3,4,2,3
40,1,1,2,3,2,3,1,4,4,2,4,1
41,1,1,2,1,2,3,3,1,4,3,3,4
42,1,1,2,1,2,3,1,3,3,3,1,3
43,1,1,2,1,2,3,2,4,4,3,4,1
44,1,2,2,1,2,3,4,2,2,4,1,4
45,1,2,2,1,2,3,2,3,1,3,2,3
46,1,2,2,1,2,3,3,4,3,3,3,4
47,1,2,2,1,2,3,1,1,2,2,4,3
48,1,2,2,1,2,3,3,3,1,4,4,3
49,1,2,2,1,2,3,1,2,4,4,3,2
50,1,2,2,1,2,3,3,4,1,2,1,3
51,1,2,2,1,2,3,3,4,2,3,4,4
52,1,2,2,1,2,3,2,2,4,4,3,4
53,1,2,2,1,2,3,2,3,2,4,4,4
54,1,2,2,1,1,3,1,3,4,1,1,2
55,1,2,2,1,1,3,4,3,3,1,2,2
56,1,2,2,1,1,3,1,3,1,1,1,3
57,1,2,2,1,1,3,4,4,2,2,3,1
58,1,2,2,1,1,3,2,3,2,4,1,4
59,1,2,2,1,1,3,4,1,1,1,1,2
60,1,2,2,1,2,3,2,4,2,1,4,4
61,1,2,2,1,2,3,3,3,3,3,4,4
62,1,2,2,1,2,3,2,2,2,2,3,3
63,1,2,2,1,2,3,1,3,2,3,2,1
64,1,2,2,1,2,3,2,1,1,2,1,1
65,1,2,2,1,2,3,1,1,1,3,3,4
66,1,2,2,1,2,3,4,2,4,4,3,1
67,1,2,2,1,2,3,1,2,3,2,2,2
68,1,2,2,1,2,3,1,3,4,4,4,1
69,1,2,2,1,2,3,1,4,3,2,1,3
70,1,2,2,1,2,3,1,1,2,2,1,4
71,1,2,2,1,2,3,3,3,3,1,3,3
72,1,2,2,1,2,3,3,1,2,1,4,2
73,1,1,2,1,1,4,2,4,1,1,1,1
74,1,1,2,1,1,4,2,2,1,2,4,2
75,1,2,2,1,2,4,3,3,3,3,2,4
76,1,2,2,1,1,4,1,4,1,4,4,3
77,1,2,2,1,1,4,3,4,3,1,4,2
78,1,1,2,1,1,4,4,4,3,4,3,4
79,1,1,2,1,1,4,2,2,1,3,3,2
80,1,2,2,1,2,3,2,3,2,4,1,4
81,1,2,2,1,2,3,4,3,1,4,4,3
82,1,2,2,1,2,3,1,3,3,2,4,2
83,1,2,2,1,2,3,3,1,2,3,3,4
84,1,2,2,1,1,3,3,3,4,1,4,2
85,1,2,2,1,2,3,2,1,2,3,3,1
86,1,2,2,1,2,3,3,3,4,3,2,1
87,1,2,2,1,2,3,2,4,3,2,3,3
88,1,2,2,1,2,3,4,4,2,3,4,1
89,1,2,2,1,2,3,4,4,4,3,4,3
90,1,2,2,1,2,3,4,4,3,3,3,4
91,1,2,2,1,2,3,2,3,3,2,2,2
92,1,2,2,1,2,3,1,3,3,1,1,4
93,1,2,2,1,2,3,4,1,1,4,1,1
94,1,2,2,1,2,3,2,3,4,3,3,2
95,1,2,2,1,1,3,1,3,2,2,2,2
96,1,2,2,1,1,3,3,2,2,2,3,4
97,3,2,2,1,1,3,1,3,1,2,4,1
98,3,2,2,1,1,2,2,1,3,1,4,2
99,1,2,2,1,1,3,4,1,3,2,3,2
100,1,2,2,1,2,3,2,1,4,3,2,1
101,1,2,2,1,1,3,3,4,2,2,1,1
102,1,2,2,1,1,3,3,2,3,1,1,2
103,1,2,2,1,1,3,1,1,2,1,4,1
104,1,2,2,1,2,3,2,2,1,1,4,3
105,1,2,2,1,1,3,4,1,2,4,2,1
106,1,2,2,1,1,3,2,2,2,2,1,3
107,1,2,2,1,1,3,3,4,3,2,2,2
108,1,2,2,1,1,3,1,2,4,1,3,3
109,1,2,2,1,2,3,2,3,4,2,3,4
110,1,2,2,1,2,3,4,4,3,2,4,3
111,1,2,2,1,2,3,3,4,1,4,4,1
112,1,2,2,1,2,3,4,4,2,2,1,2
113,1,2,2,1,2,3,2,3,3,4,3,1
114,1,2,2,1,2,3,3,2,1,2,3,4
115,1,2,2,1,2,3,3,3,3,1,4,3
116,1,2,2,1,2,3,4,2,3,2,4,2
117,1,2,2,1,2,3,1,1,3,3,3,4
118,1,2,2,1,2,3,1,3,1,4,4,4
119,1,2,2,1,2,3,1,1,3,1,3,2
120,1,2,2,1,2,3,4,2,2,1,4,2
121,1,2,2,1,2,3,4,1,2,4,2,1
122,1,2,2,1,2,3,3,2,2,1,1,4
123,1,2,2,1,2,3,4,2,1,2,4,3
124,1,2,2,1,2,3,4,4,4,2,3,2
125,1,2,2,1,2,3,3,4,4,1,1,3
126,1,2,2,1,3,3,1,4,1,1,1,2
127,1,2,2,1,2,3,2,2,4,2,4,3
128,1,1,2,1,2,3,1,1,3,3,1,3
129,1,1,2,1,2,3,4,4,4,4,4,2
130,1,2,2,1,2,3,2,3,3,1,3,2
131,1,2,2,1,2,3,4,2,3,2,3,2
132,1,2,2,1,2,3,4,2,1,4,2,1
133,1,2,2,1,2,3,1,4,2,1,1,4
134,1,2,2,1,2,3,3,2,4,1,3,4
135,1,2,2,1,2,3,1,4,2,2,3,3
136,1,2,2,1,2,3,1,2,1,3,1,3
137,1,2,2,1,2,3,2,2,3,4,1,3
138,1,1,2,1,2,3,3,4,1,1,2,3
139,1,1,2,1,2,3,3,3,3,4,1,3
140,1,1,2,1,2,3,4,3,4,4,2,3
141,1,2,2,1,2,3,2,1,3,1,4,3
142,1,2,2,1,2,3,2,2,2,4,2,4
143,1,2,2,1,2,3,2,1,1,4,1,4
144,1,1,2,1,2,3,4,3,4,2,3,4
145,1,2,2,1,2,3,3,4,1,1,1,3
146,1,2,2,1,2,3,1,3,4,4,2,2
147,1,2,2,1,2,3,3,3,2,2,3,4
148,1,2,2,1,2,3,3,1,4,2,3,3
149,1,2,2,1,2,3,2,1,4,4,1,1
150,1,2,2,1,2,3,1,4,1,2,2,4
151,1,2,2,1,2,3,2,4,4,3,2,4
152,1,2,2,1,2,3,4,2,2,1,3,4
153,1,2,2,1,2,3,4,4,3,1,2,1
154,1,2,2,1,2,3,1,1,1,4,2,1
155,1,2,2,1,2,3,3,2,3,4,3,1
156,1,2,2,1,2,3,2,2,2,1,3,1
157,1,2,2,1,2,3,1,3,1,1,3,3
158,1,2,2,1,2,3,4,3,2,4,3,1
159,1,1,2,1,2,3,3,4,4,4,3,2
160,1,1,2,1,2,3,4,3,3,3,1,2
161,1,1,2,1,2,3,3,4,2,2,3,2
162,1,1,2,1,2,3,1,2,2,3,4,3
163,1,2,2,1,2,3,4,1,3,2,3,4
164,1,2,2,1,2,3,4,3,2,4,1,3
165,1,2,2,1,2,3,2,3,3,4,1,1
166,1,2,2,1,2,3,1,2,3,4,2,2
167,1,2,2,1,2,3,2,2,2,4,4,2
168,1,2,2,1,2,3,4,4,3,2,1,2
169,1,2,2,1,2,3,1,4,1,4,3,4
170,1,1,2,1,2,3,2,3,2,3,4,3
171,1,1,2,1,2,3,1,4,3,2,4,1
172,1,1,2,1,2,3,2,3,4,2,2,2
173,1,1,2,1,2,3,4,4,1,3,2,1
174,1,1,2,1,2,3,4,3,1,4,2,1
175,1,1,2,1,2,3,3,1,4,2,4,2
176,1,2,2,1,2,3,2,3,4,3,2,3
177,1,2,2,1,2,3,4,2,4,3,2,1
178,1,2,2,1,2,3,3,1,1,1,4,4
179,1,2,2,1,2,3,2,4,1,4,4,2
180,1,2,2,1,2,3,3,1,3,4,2,3
181,1,2,2,1,2,3,4,3,3,4,2,2
182,1,2,2,1,2,3,3,4,3,4,3,4
183,1,1,2,1,2,3,4,4,1,2,2,3
184,1,1,2,1,2,3,3,3,4,3,3,4
185,1,1,2,1,2,3,4,4,2,2,2,1
186,1,1,2,1,2,3,1,2,2,2,1,3
187,1,2,2,1,2,3,3,4,2,3,3,2
188,1,2,2,1,2,3,3,1,4,2,4,1
189,1,2,2,1,2,3,4,1,1,4,2,4
190,1,2,2,1,2,3,2,3,1,2,4,2
191,1,2,2,1,2,3,4,4,4,2,2,3
192,1,2,2,1,2,3,1,3,4,3,2,1
193,1,2,2,1,2,3,1,4,2,3,2,1
194,1,2,2,1,2,3,3,4,4,4,1,2
195,1,2,2,1,2,3,3,2,3,2,4,2
196,1,2,2,1,2,3,1,2,2,3,3,2
197,1,2,2,1,2,3,1,4,4,4,4,4
198,1,2,2,1,2,3,4,3,3,2,4,3
199,1,2,2,1,2,3,4,2,2,3,1,4
200,1,2,2,1,2,3,1,4,1,2,2,2
201,1,2,2,1,2,3,2,1,1,3,4,2
202,1,2,2,1,2,3,2,3,2,2,2,4
203,1,2,2,1,2,3,1,3,4,2,4,4
204,1,2,2,1,2,3,4,4,1,1,3,2
205,1,2,2,1,2,3,1,4,3,3,1,4
206,1,2,2,1,2,3,3,4,4,4,2,4
207,1,2,2,1,2,3,4,3,3,3,3,2
208,1,2,2,1,2,3,1,1,2,1,1,4
209,1,2,2,1,2,3,2,4,2,2,2,2
210,1,2,2,1,2,3,3,4,4,2,4,1
211,1,2,2,1,2,3,4,1,1,4,4,1
212,1,2,2,1,2,3,3,3,2,3,4,3
213,1,2,2,1,1,3,4,3,3,1,4,4
214,1,2,2,1,1,3,2,2,2,2,3,4
215,1,2,2,1,2,3,4,1,1,4,4,4
216,1,2,2,1,2,3,3,1,2,3,3,4
217,1,2,2,1,2,3,3,3,2,3,1,2
218,1,2,2,1,2,3,3,3,1,1,3,2
219,1,2,2,1,2,3,2,3,3,4,1,2
220,1,2,2,1,2,3,1,1,3,4,2,2
221,1,2,2,1,2,3,4,4,2,3,1,3
222,1,2,2,1,2,3,3,4,4,4,2,3
223,1,2,2,1,2,3,1,3,3,4,3,3
224,1,2,2,1,2,3,3,2,3,4,1,1
225,1,2,2,1,2,3,2,1,3,4,3,1
226,1,2,2,1,2,3,1,2,1,4,2,3
227,1,2,2,1,2,3,4,2,3,1,3,4
228,1,2,2,1,2,3,3,3,4,4,1,1
229,1,2,2,1,2,3,1,4,4,2,3,3
230,1,2,2,1,2,3,4,1,3,1,2,4
231,1,2,2,1,2,3,2,2,4,4,1,4
232,1,2,2,1,2,3,2,4,3,4,3,4
233,1,2,2,1,2,3,4,4,4,4,1,2
