,PANAS.Interested_Predicted,PANAS.Distressed_Predicted,PANAS.Excited_Predicted,PANAS.Upset_Predicted,PANAS.Strong_Predicted,PANAS.Guilty_Predicted,PANAS.Scared_Predicted,PANAS.Hostile_Predicted,PANAS.Enthusiastic_Predicted,PANAS.Proud_Predicted,PANAS.Irritable_Predicted,PANAS.Alert_Predicted,PANAS.Ashamed_Predicted,PANAS.Inspired_Predicted,PANAS.Nervous_Predicted,PANAS.Determined_Predicted,PANAS.Attentive_Predicted,PANAS.Jittery_Predicted,PANAS.Active_Predicted,PANAS.Afraid_Predicted,PANAS.Interested_Actual,PANAS.Distressed_Actual,PANAS.Excited_Actual,PANAS.Upset_Actual,PANAS.Strong_Actual,PANAS.Guilty_Actual,PANAS.Scared_Actual,PANAS.Hostile_Actual,PANAS.Enthusiastic_Actual,PANAS.Proud_Actual,PANAS.Irritable_Actual,PANAS.Alert_Actual,PANAS.Ashamed_Actual,PANAS.Inspired_Actual,PANAS.Nervous_Actual,PANAS.Determined_Actual,PANAS.Attentive_Actual,PANAS.Jittery_Actual,PANAS.Active_Actual,PANAS.Afraid_Actual
0,2,1,1,3,4,3,4,2,1,3,1,4,1,3,1,4,1,1,3,1,4,4,2,4,2,1,4,2,1,3,2,2,2,1,1,4,3,2,4,2
1,4,3,1,3,4,3,4,2,1,3,1,4,1,2,1,4,1,1,3,4,1,1,4,2,1,3,1,3,2,4,4,1,1,4,1,4,3,3,2,2
2,4,3,1,3,4,3,4,2,1,3,1,4,1,2,1,4,1,1,3,4,2,1,4,4,4,1,1,1,2,4,2,4,2,3,4,4,2,2,2,4
3,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,2,2,2,1,4,2,4,2,3,3,4,2,1,2,1,2,3,4,2,2
4,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,2,1,3,1,2,4,2,2,4,4,2,4,3,3,4,2,1,2,1,2,3,4,1,3
5,1,2,1,1,4,4,4,2,4,4,1,4,1,1,3,4,1,1,3,2,2,3,3,3,2,2,3,2,2,4,1,3,1,4,3,3,3,1,1,2
6,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,1,3,1,1,4,1,1,2,3,2,1,2,2,2,1,4,2,4,1,4,4
7,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,2,1,4,1,3,3,4,2,2,2,4,1,1,2,3,2,2,4,4,2
8,1,2,1,1,1,4,4,2,4,4,1,4,1,1,3,4,1,1,3,4,4,2,2,4,2,3,2,1,1,2,2,2,1,3,4,4,2,3,1,4
9,1,2,1,1,1,4,4,2,4,4,1,4,1,1,3,4,1,1,3,2,1,2,2,2,3,3,1,2,2,1,4,2,4,4,4,4,1,3,3,1
10,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,4,3,1,3,4,3,4,4,1,2,2,3,1,2,3,3,1,3,4,4
11,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,2,1,3,2,1,2,4,2,1,4,1,2,2,1,4,2,1,3,2,4
12,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,3,4,4,3,3,4,1,2,3,1,2,2,2,2,4,1,1,1,4,3
13,4,2,1,3,4,3,4,2,1,3,1,4,1,2,1,4,1,1,3,4,2,1,4,1,1,4,4,1,2,2,4,2,1,4,1,2,2,2,3,1
14,4,2,1,3,4,3,4,2,1,3,1,4,1,2,1,4,1,1,3,4,2,2,4,4,1,3,1,4,4,2,2,2,1,4,1,4,2,4,3,2
15,4,2,1,3,4,3,4,2,1,3,1,4,1,2,1,4,1,1,3,4,1,1,4,4,1,3,4,2,2,3,1,4,3,2,2,4,3,2,4,2
16,4,2,1,3,4,3,4,2,1,3,2,4,1,2,1,4,1,1,3,4,1,4,1,3,2,4,3,2,1,4,3,1,3,2,3,3,3,1,4,1
17,4,2,1,3,4,3,4,2,1,3,2,4,1,2,1,4,1,1,3,4,4,4,2,2,3,3,4,1,2,2,4,1,3,1,4,1,4,2,3,2
18,4,2,1,3,4,3,4,2,1,3,2,4,1,2,1,4,1,1,3,4,2,3,2,1,1,1,3,1,1,3,1,4,3,3,3,2,1,2,1,4
19,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,1,4,4,2,1,1,2,3,3,4,2,3,2,3,4,4,2,4,4,3
20,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,2,1,3,1,1,2,4,2,3,1,4,1,4,4,2,4,4,1,3,3,2,3,2,1
21,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,2,1,3,1,2,1,1,1,4,1,3,4,4,3,1,3,2,1,3,1,4,3,3,1
22,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,2,1,3,1,4,3,2,3,4,3,4,4,4,3,2,3,1,4,4,4,3,4,3,3
23,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,2,1,3,1,4,1,1,1,2,1,2,2,1,4,1,2,4,3,3,3,4,3,4,1
24,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,2,1,3,1,3,2,2,2,2,2,2,3,2,3,3,2,3,1,1,1,1,2,4,3
25,1,2,1,3,1,3,4,2,1,3,1,3,1,2,1,4,1,1,3,1,2,3,4,1,1,4,1,1,1,3,4,3,2,1,2,4,3,3,2,3
26,4,2,1,3,1,3,4,2,1,3,1,3,1,2,1,4,1,1,3,1,1,3,3,2,3,2,2,3,1,3,4,3,4,3,1,4,1,2,3,1
27,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,2,1,3,1,2,2,2,2,4,2,3,3,1,2,4,4,4,3,4,1,4,2,4,2
28,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,2,1,3,1,3,4,2,2,2,4,4,1,4,2,1,3,2,3,2,3,3,2,4,3
29,4,2,1,3,1,4,4,2,4,3,1,4,1,2,1,4,2,1,3,1,2,2,4,4,1,1,3,4,2,3,1,4,3,2,2,3,4,2,3,1
30,1,2,1,3,1,3,4,2,4,3,1,4,1,2,1,4,1,1,3,1,3,3,3,3,2,2,3,3,3,1,4,2,4,3,3,3,4,4,3,1
31,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,2,1,3,1,4,4,3,3,3,1,3,2,2,4,1,1,1,4,1,4,4,3,2,2
32,1,2,1,1,4,4,4,2,4,4,1,4,1,1,1,4,1,1,3,2,1,4,4,2,3,4,3,1,1,4,1,2,4,1,1,3,2,4,1,4
33,1,2,1,1,1,3,4,2,4,4,1,4,1,2,1,4,1,1,3,1,3,2,3,3,2,2,1,1,3,3,1,3,2,3,1,1,2,4,2,1
34,1,2,1,3,1,4,4,2,4,3,1,4,1,2,1,4,1,1,3,1,1,2,4,1,3,3,1,4,1,1,4,4,4,2,2,4,1,1,3,4
35,4,2,1,3,1,4,4,2,4,3,1,4,1,2,1,4,2,1,3,1,4,3,1,2,1,2,1,1,1,1,1,1,1,3,4,3,2,4,1,1
36,2,1,1,3,4,3,4,2,1,3,1,4,1,3,1,4,1,1,3,1,1,2,1,2,3,2,2,3,2,1,3,1,1,2,2,3,3,4,1,4
37,2,1,1,3,4,3,4,2,1,3,1,4,1,3,1,4,1,1,3,1,1,1,1,3,1,1,4,1,3,2,1,3,4,3,1,1,2,3,4,2
38,2,1,1,3,4,3,4,2,1,3,1,4,1,3,1,4,1,1,3,1,2,4,4,1,4,2,3,3,1,4,4,3,1,3,4,1,2,2,3,3
39,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,2,3,2,4,2,1,2,4,4,4,1,1,4,1,3,2,1,3,3,3
40,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,1,4,3,4,1,2,1,3,2,3,1,1,1,4,1,4,4,4,1,1,2
41,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,1,4,2,3,4,4,4,2,2,1,2,4,4,4,1,2,2,3,2,1,1
42,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,1,2,4,1,2,2,1,3,3,2,2,3,4,1,4,1,4,3,4,2
43,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,2,3,3,4,4,3,4,4,4,1,1,1,3,3,1,2,1,3,4,1
44,4,2,1,3,1,3,4,2,1,3,1,3,1,2,1,4,1,1,3,4,4,1,1,1,1,4,4,4,4,2,3,4,1,3,2,1,4,1,4,3
45,4,2,1,3,4,3,4,2,1,3,1,3,1,2,1,4,1,1,3,4,4,4,4,2,1,4,4,2,4,2,1,1,4,2,1,1,4,2,1,2
46,4,2,1,3,4,2,4,2,1,3,1,4,1,2,1,4,1,1,3,1,4,2,2,2,4,1,4,3,1,2,1,3,4,4,2,1,4,2,4,1
47,4,2,1,3,4,2,4,2,1,3,1,4,1,2,1,4,1,1,3,1,1,1,2,1,1,2,4,2,4,4,2,4,1,4,3,4,4,1,3,1
48,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,1,1,3,2,2,3,4,4,4,4,1,3,2,2,2,4,2,4,4,2,1
49,4,2,1,3,1,4,4,2,1,3,1,3,1,2,1,4,1,1,3,4,1,1,4,1,2,1,4,1,2,2,3,3,1,2,1,1,2,4,2,4
50,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,4,4,4,3,2,3,1,2,1,1,2,3,1,4,4,4,2,2,4,2
51,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,1,1,4,4,2,3,1,3,1,1,4,2,2,2,4,3,4,1,3,1
52,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,4,3,1,3,4,2,4,3,1,1,3,3,3,3,1,2,1,3,2,4
53,1,2,1,1,1,4,4,2,4,4,1,4,1,1,3,4,1,1,3,2,4,3,3,4,4,4,4,3,1,4,3,4,3,4,3,2,3,4,2,3
54,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,2,4,2,3,4,2,3,4,4,3,3,2,1,2,4,2,3,2,4,3
55,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,1,2,3,1,4,4,2,4,2,2,4,2,2,2,4,3,2,4,2,1
56,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,2,3,3,3,2,3,4,3,2,4,3,3,2,3,4,4,2,4,4,1
57,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,1,3,4,3,1,3,4,1,2,3,1,2,4,3,2,1,1,2,4,2
58,4,2,1,3,1,3,4,2,4,4,1,4,1,2,1,4,1,1,3,1,1,4,1,4,1,4,3,4,1,3,2,4,3,2,3,3,4,1,1,1
59,4,2,1,3,1,3,4,2,1,4,1,3,1,2,1,4,1,1,3,1,1,4,4,4,2,4,2,2,2,3,3,3,3,2,2,2,4,4,3,1
60,4,2,1,3,1,3,4,2,1,4,1,3,1,2,1,4,1,1,3,1,3,4,3,1,1,3,2,2,3,1,4,3,2,2,4,1,4,1,3,2
61,4,2,1,3,1,3,4,2,1,4,1,3,1,2,1,4,1,1,3,4,3,1,1,3,4,4,1,1,1,4,1,2,3,3,4,3,2,4,3,4
62,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,2,1,3,3,2,1,1,1,4,2,1,3,2,3,4,4,3,4,3,4
63,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,3,2,1,3,2,2,1,3,3,4,1,3,3,2,4,2,3,1,3,4
64,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,2,1,1,3,4,4,4,1,2,1,3,3,1,3,3,2,4,4,1,3
65,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,3,4,1,1,4,1,1,2,3,4,2,1,1,1,4,3,2,1,2,4
66,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,3,2,4,3,3,4,1,3,3,3,2,2,2,4,2,2,4,1,2,4
67,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,1,4,1,3,3,2,1,2,1,1,2,4,3,3,4,2,2,4,4,3
68,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,1,3,2,2,4,1,3,3,4,4,1,1,4,3,4,1,2,1,4,4
69,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,4,4,2,1,4,1,1,4,2,2,1,3,4,2,2,1,1,1,1,2
70,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,2,2,1,3,3,2,4,1,3,3,3,4,4,2,2,4,3,2,3,2
71,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,4,3,1,1,1,3,2,2,1,2,3,1,4,3,3,2,3,1,3,4
72,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,2,3,2,4,3,3,1,2,1,4,4,1,2,3,2,1,3,3,2,4
73,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,2,1,3,2,3,2,3,2,3,4,2,1,1,4,3,2,3,1,3,1
74,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,2,3,2,3,3,2,4,3,3,3,3,3,3,1,4,4,1,2,1,2
75,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,3,4,3,4,2,3,4,2,2,3,3,4,4,2,2,3,4,4,2,4
76,1,2,1,1,1,4,4,2,4,4,1,4,1,1,3,4,1,1,3,4,1,2,1,2,3,3,4,3,3,1,4,1,1,1,1,1,2,1,4,1
77,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,1,2,3,1,2,1,2,4,3,1,4,3,1,2,2,3,2,4,4,4
78,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,1,2,2,1,3,2,4,4,1,3,1,1,3,4,4,4,2,2,1,4
79,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,1,2,1,3,4,3,3,3,2,2,2,4,2,1,1,4,2,2,3,3
80,4,3,1,3,1,4,4,2,2,3,1,3,1,2,3,4,1,1,3,4,1,2,3,2,3,3,1,2,1,3,1,4,2,3,4,4,3,4,2,4
81,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,3,4,3,3,2,3,1,2,2,3,1,1,3,3,4,2,3,1,1,1
82,4,3,1,3,1,4,4,2,2,3,4,3,1,2,3,4,1,1,3,4,3,2,3,4,3,2,3,3,3,3,4,4,3,4,3,3,3,2,4,3
