,PANAS.Interested_Predicted,PANAS.Distressed_Predicted,PANAS.Excited_Predicted,PANAS.Upset_Predicted,PANAS.Strong_Predicted,PANAS.Guilty_Predicted,PANAS.Scared_Predicted,PANAS.Hostile_Predicted,PANAS.Enthusiastic_Predicted,PANAS.Proud_Predicted,PANAS.Irritable_Predicted,PANAS.Alert_Predicted,PANAS.Ashamed_Predicted,PANAS.Inspired_Predicted,PANAS.Nervous_Predicted,PANAS.Determined_Predicted,PANAS.Attentive_Predicted,PANAS.Jittery_Predicted,PANAS.Active_Predicted,PANAS.Afraid_Predicted,PANAS.Interested_Actual,PANAS.Distressed_Actual,PANAS.Excited_Actual,PANAS.Upset_Actual,PANAS.Strong_Actual,PANAS.Guilty_Actual,PANAS.Scared_Actual,PANAS.Hostile_Actual,PANAS.Enthusiastic_Actual,PANAS.Proud_Actual,PANAS.Irritable_Actual,PANAS.Alert_Actual,PANAS.Ashamed_Actual,PANAS.Inspired_Actual,PANAS.Nervous_Actual,PANAS.Determined_Actual,PANAS.Attentive_Actual,PANAS.Jittery_Actual,PANAS.Active_Actual,PANAS.Afraid_Actual
0,2,3,4,4,3,3,1,1,4,1,1,3,4,1,4,2,4,2,1,1,3,2,1,4,1,3,1,2,1,3,3,1,3,3,1,3,4,2,1,3
1,2,3,4,4,3,4,4,1,1,3,2,4,3,2,4,1,4,1,1,1,1,4,1,3,2,3,4,4,3,4,2,1,4,2,4,2,4,3,1,1
2,2,3,1,4,1,4,4,2,2,3,4,2,3,2,4,1,1,2,1,1,1,1,3,3,3,1,3,3,4,1,4,4,4,2,4,2,1,3,1,2
3,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,3,4,1,3,3,1,3,4,1,1,3,2,3,4,3,2,2,3,1,1,1,4,2
4,2,1,1,4,1,4,3,2,2,3,4,2,3,2,4,1,3,3,4,1,1,1,4,4,1,3,2,4,3,4,4,3,4,1,1,3,2,3,2,4
5,1,1,3,4,1,4,4,2,4,1,4,1,4,2,3,1,4,3,3,4,4,4,2,3,4,4,4,1,3,4,1,4,3,4,4,1,2,4,1,1
6,2,3,4,4,1,4,4,2,4,1,4,1,2,2,3,1,4,4,1,1,4,4,3,2,2,4,2,3,1,3,2,2,4,4,1,4,4,3,4,3
7,2,1,3,4,2,4,4,2,4,1,4,2,4,1,4,1,4,3,3,1,1,3,3,1,1,4,4,4,1,2,1,2,2,3,2,3,1,3,1,1
8,1,1,3,4,1,4,4,2,4,1,4,1,4,2,3,1,4,3,3,4,1,4,4,2,1,3,1,2,3,2,4,4,3,4,4,4,1,3,2,4
9,2,3,4,2,1,4,1,2,1,3,4,3,2,2,3,4,3,1,1,1,1,1,4,3,4,1,3,4,3,1,1,3,1,4,1,3,2,3,4,3
10,2,3,4,4,3,4,3,1,2,3,2,4,2,2,3,1,4,2,1,1,1,4,1,3,2,1,1,4,2,4,1,4,2,2,3,4,1,3,1,1
11,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,4,2,3,1,1,2,3,1,3,1,3,1,4,1,4,3,2,3,3,4
12,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,2,4,4,1,1,3,3,4,1,2,2,3,4,3,4,1,1,1,2,1
13,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,4,1,3,3,2,3,1,3,1,1,1,4,1,2,2,3,4,1,2,4
14,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,1,2,1,4,3,3,4,3,3,1,3,3,1,2,4,2,2,4,4,2
15,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,1,2,4,1,4,3,1,1,1,4,3,2,4,1,1,1,4,2,2,3,1,4,4,3
16,2,3,1,4,1,4,4,1,2,3,4,2,3,2,4,1,3,2,1,1,2,2,2,3,4,4,3,2,2,1,2,1,2,4,2,4,1,2,1,4
17,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,1,1,2,2,3,4,1,1,4,3,4,2,1,3,2,2,1,4,2,2
18,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,1,1,2,4,2,2,3,1,2,1,4,1,1,4,2,4,1,2,4,1
19,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,4,1,4,1,4,4,1,4,4,2,3,4,4,3,4,3,3,1,1,1
20,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,4,2,1,1,2,3,3,2,4,3,2,2,2,1,1,2,4,4,2,1
21,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,1,1,4,2,2,1,4,1,2,4,2,1,4,1,1,2,2,1,3,3
22,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,3,3,4,1,2,2,1,4,2,4,3,4,3,2,1,4,4,3,1,4
23,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,1,3,3,4,1,4,4,3,2,3,4,2,4,2,2,3,3,3,2,2
24,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,3,1,2,3,2,2,2,3,3,2,1,3,4,4,2,2,2,2,3,2
25,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,1,2,4,1,4,3,4,1,4,3,4,2,1,1,2,3,2,4,1,3,4,2,1,2
26,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,1,3,1,1,3,1,4,2,3,1,3,2,3,4,1,4,1,1,1,3
27,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,2,2,1,3,1,2,2,2,3,3,1,1,4,2,4,2,3,4,3,1
28,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,3,2,2,3,2,2,4,3,3,3,2,4,4,4,3,1,4,1,4,3
29,2,3,4,4,3,3,3,1,4,1,1,4,4,1,4,1,4,2,1,1,2,1,2,2,2,2,4,1,3,3,1,4,4,4,4,1,2,1,3,4
30,2,3,4,4,3,4,3,1,4,1,2,4,4,1,4,1,4,1,1,1,3,3,2,2,3,4,2,1,2,3,2,2,2,1,4,4,3,3,1,3
31,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,4,1,4,2,4,4,3,2,2,4,1,3,2,4,1,1,3,2,1,2
32,2,3,4,4,3,4,4,1,2,3,4,4,3,2,4,1,3,1,1,1,1,2,3,2,1,4,2,2,4,3,1,3,1,1,2,3,1,2,2,4
33,2,3,4,4,3,4,4,1,2,3,4,4,3,2,4,1,3,1,1,1,4,1,4,4,1,4,3,4,3,3,1,3,4,2,1,3,2,2,1,2
34,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,4,4,4,2,2,3,3,4,4,2,2,3,3,4,4,2,4,1,4,4
35,2,3,4,4,3,4,4,1,4,3,2,4,3,2,4,1,4,1,1,1,1,3,4,4,2,3,4,4,1,3,1,3,2,1,3,3,2,3,2,1
36,2,3,4,4,3,4,4,1,4,3,4,4,3,2,4,1,4,1,1,1,4,1,3,3,3,4,1,3,4,3,3,1,2,1,3,3,3,3,2,3
37,2,3,4,4,3,4,4,1,4,3,4,4,3,2,4,1,3,1,1,1,1,1,3,1,3,2,4,4,2,2,3,2,1,2,3,4,4,3,3,3
38,2,3,4,4,1,4,4,1,2,3,4,2,3,2,4,1,3,2,1,1,1,4,4,3,1,4,4,3,2,4,4,2,2,4,3,4,4,4,1,4
39,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,2,3,1,2,3,4,3,2,1,1,3,2,1,3,2,2,4,2,3,4
40,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,1,3,2,1,3,1,4,2,2,3,4,1,2,2,3,2,4,2,1,3
41,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,3,1,1,3,1,3,4,2,2,2,2,1,4,1,4,1,2,3,4,3
42,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,3,1,3,2,1,4,1,3,3,4,2,1,1,3,2,2,2,1,4,1
43,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,3,4,2,4,1,3,3,2,4,4,4,2,2,4,1,3,3,3,3,3
44,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,3,3,3,3,4,4,1,4,3,4,4,1,2,1,1,3,3,1,2,3
45,2,1,1,4,1,4,1,2,2,3,4,2,3,2,4,1,3,2,4,1,2,3,4,4,4,4,4,2,2,1,2,3,4,3,1,2,2,2,2,4
46,3,2,1,4,1,4,1,2,2,3,4,3,3,2,4,1,3,2,4,1,3,3,3,2,1,1,2,2,1,1,4,3,3,3,1,2,3,1,3,3
47,2,3,2,4,3,4,4,3,3,3,1,3,4,4,4,3,1,1,4,1,3,2,3,4,3,4,2,2,3,3,3,4,3,4,1,3,2,3,3,2
48,2,3,2,4,3,4,4,3,3,3,1,3,4,4,4,3,1,1,1,1,1,1,3,2,3,1,2,2,2,1,3,3,3,3,1,4,3,3,1,3
49,2,3,2,4,3,4,4,3,3,3,1,3,4,2,4,3,1,1,1,1,1,4,4,1,4,4,4,1,1,2,4,4,2,2,4,2,4,3,2,2
50,2,3,1,4,1,4,4,3,2,3,4,3,4,2,4,1,3,1,1,1,2,3,1,3,1,1,4,4,3,1,2,3,4,1,2,2,4,1,4,1
51,2,3,1,4,1,4,4,2,2,3,4,3,4,2,4,1,3,2,3,1,4,3,4,3,1,3,3,4,2,3,1,4,4,3,4,2,4,1,3,3
52,2,3,1,4,1,4,4,2,2,3,4,3,4,2,4,1,3,2,3,1,1,1,1,2,2,2,4,2,3,2,2,3,1,2,2,1,2,1,4,1
53,2,3,1,4,1,4,4,2,2,3,4,3,4,2,4,1,3,2,3,1,2,3,1,3,1,3,4,3,1,4,1,2,1,4,1,2,3,1,1,4
54,2,3,1,4,1,4,4,3,2,3,4,3,4,2,4,1,3,1,1,1,1,2,4,2,4,3,4,2,3,2,4,1,3,2,4,1,1,1,2,1
55,2,3,1,4,1,4,4,3,2,3,4,3,4,2,4,1,3,1,4,1,1,2,2,1,2,3,4,3,3,3,2,3,3,2,1,3,4,2,4,3
56,2,3,1,4,1,4,4,3,2,3,4,3,4,2,4,1,3,2,4,1,2,1,4,1,1,4,3,1,4,2,4,3,1,3,1,4,3,4,2,2
57,2,3,1,4,1,4,4,3,2,3,4,3,4,2,4,1,3,2,4,1,4,1,4,4,1,4,2,1,4,2,1,2,1,1,3,4,3,2,2,2
58,2,3,1,4,1,4,4,3,2,3,4,3,4,2,4,1,3,1,4,1,3,2,4,4,2,4,1,2,3,4,3,2,2,1,2,4,1,2,1,3
59,2,3,1,4,1,4,4,3,2,3,4,3,4,2,4,1,3,1,4,1,3,4,4,4,1,1,2,2,1,2,1,4,2,4,4,3,3,1,3,4
