,PANAS.Interested_Predicted,PANAS.Distressed_Predicted,PANAS.Excited_Predicted,PANAS.Upset_Predicted,PANAS.Strong_Predicted,PANAS.Guilty_Predicted,PANAS.Scared_Predicted,PANAS.Hostile_Predicted,PANAS.Enthusiastic_Predicted,PANAS.Proud_Predicted,PANAS.Irritable_Predicted,PANAS.Alert_Predicted,PANAS.Ashamed_Predicted,PANAS.Inspired_Predicted,PANAS.Nervous_Predicted,PANAS.Determined_Predicted,PANAS.Attentive_Predicted,PANAS.Jittery_Predicted,PANAS.Active_Predicted,PANAS.Afraid_Predicted,PANAS.Interested_Actual,PANAS.Distressed_Actual,PANAS.Excited_Actual,PANAS.Upset_Actual,PANAS.Strong_Actual,PANAS.Guilty_Actual,PANAS.Scared_Actual,PANAS.Hostile_Actual,PANAS.Enthusiastic_Actual,PANAS.Proud_Actual,PANAS.Irritable_Actual,PANAS.Alert_Actual,PANAS.Ashamed_Actual,PANAS.Inspired_Actual,PANAS.Nervous_Actual,PANAS.Determined_Actual,PANAS.Attentive_Actual,PANAS.Jittery_Actual,PANAS.Active_Actual,PANAS.Afraid_Actual
11,3,1,2,2,1,4,4,4,4,3,3,4,4,2,3,3,2,3,3,2,3,2,2,3,3,2,3,2,2,4,4,3,3,3,4,2,3,2,3,2
12,3,1,2,2,1,4,4,4,4,3,3,2,4,2,3,3,2,3,3,2,3,4,4,4,4,3,2,4,1,1,2,3,4,3,2,3,1,1,2,2
13,3,1,3,3,4,4,4,1,4,4,1,2,4,2,3,3,2,2,3,2,3,3,1,4,4,1,4,4,1,1,2,4,1,1,1,1,2,4,2,3
14,4,2,3,1,2,4,4,4,4,3,2,2,2,2,3,2,2,4,2,1,2,1,2,2,4,2,3,2,1,3,3,2,3,4,3,1,4,1,1,4
15,3,1,3,1,2,4,4,4,4,3,3,2,2,2,3,2,2,3,2,1,2,4,1,1,1,4,4,4,2,4,3,1,1,1,4,4,3,3,4,3
16,2,2,3,2,2,1,1,1,1,4,2,4,3,2,3,1,4,4,4,2,4,2,1,1,4,4,4,1,2,3,4,2,3,4,3,1,1,4,2,1
17,2,2,3,3,1,1,1,1,1,3,2,4,2,3,1,1,3,2,4,3,3,1,3,2,1,4,3,3,3,4,3,3,3,4,2,4,3,1,1,3
18,2,3,3,3,1,1,3,1,1,3,2,4,4,3,1,1,1,2,4,2,4,2,3,4,4,2,3,2,2,4,3,1,4,3,2,2,4,2,3,2
19,2,3,3,3,3,1,3,3,1,3,2,4,4,3,1,1,1,3,4,4,1,4,3,3,1,1,4,3,3,4,4,3,1,2,4,1,4,1,2,1
20,2,3,3,3,3,1,3,3,1,3,3,1,4,3,4,1,1,3,4,4,2,2,1,3,3,2,3,2,3,3,2,1,4,4,2,4,4,4,3,1
21,2,3,3,3,3,1,3,3,1,3,3,1,4,3,4,1,1,3,4,4,1,2,2,4,3,1,3,1,2,2,3,3,4,1,4,3,4,3,4,4
22,2,3,3,3,3,1,3,3,1,3,3,4,4,3,4,1,1,3,4,4,1,1,3,3,4,1,4,3,3,4,3,4,4,1,1,4,2,1,1,1
23,2,3,3,3,3,1,3,3,1,3,3,4,4,3,4,1,1,3,4,4,2,1,3,3,4,1,3,1,2,2,4,2,4,1,4,2,4,3,4,4
24,2,3,3,3,3,1,3,3,1,3,3,4,4,3,4,1,1,3,4,4,1,1,2,2,4,2,3,4,1,3,4,2,2,2,2,4,2,1,2,4
25,2,3,3,3,3,1,3,3,1,3,3,4,4,3,4,1,1,3,4,4,2,2,4,1,4,3,1,3,1,2,3,2,3,4,1,1,1,4,1,2
26,2,3,3,3,3,1,3,3,1,3,2,4,4,3,1,1,1,3,4,4,4,1,3,1,1,1,2,1,2,3,2,3,4,2,3,1,1,3,2,4
27,2,3,3,3,3,1,3,3,1,3,2,4,4,3,1,1,1,3,4,4,2,3,3,4,4,4,2,3,2,1,3,4,3,1,3,3,4,3,3,3
28,2,3,3,3,3,1,3,2,1,3,2,4,4,3,1,1,3,3,4,4,2,3,1,2,4,2,2,2,4,4,1,2,4,4,3,2,4,2,4,3
29,2,3,3,3,3,1,3,2,1,3,2,4,4,3,1,1,3,3,4,4,4,3,4,2,1,2,2,2,2,4,3,1,2,2,2,2,2,1,1,4
30,2,3,3,3,3,1,3,2,1,3,2,4,4,3,1,1,3,3,4,4,2,4,4,3,2,2,2,1,4,4,2,3,4,2,2,4,1,2,4,3
31,2,3,3,3,3,1,3,2,1,3,2,4,4,2,1,1,3,3,4,4,3,4,4,2,3,4,4,1,3,1,4,1,3,2,1,2,2,4,2,1
32,1,2,3,1,2,1,3,4,2,3,3,2,2,3,3,3,4,4,1,1,3,4,4,3,2,4,2,3,3,2,2,3,4,3,4,2,1,2,3,4
33,2,3,3,3,3,1,3,2,1,3,2,4,4,3,1,1,3,2,3,4,1,3,3,2,2,4,1,3,1,4,4,2,2,1,4,3,4,4,2,2
34,2,3,3,3,3,1,3,2,1,3,2,4,4,2,1,1,3,2,4,2,3,2,1,2,2,3,2,2,4,2,4,1,4,4,3,2,1,1,4,4
35,2,3,3,3,3,1,3,2,1,3,2,4,4,2,1,1,3,2,4,2,4,2,4,2,1,4,2,4,4,4,4,2,2,2,4,3,1,1,1,4
36,2,2,3,3,2,1,4,1,1,4,2,4,3,2,3,1,4,2,4,2,2,1,4,3,3,2,3,1,3,1,2,1,4,3,4,4,4,2,4,3
37,2,2,3,3,3,1,1,1,1,4,3,2,3,3,3,3,2,2,4,1,4,2,4,3,3,1,1,4,4,4,2,2,3,3,4,4,1,1,3,4
38,2,2,3,3,3,1,1,1,1,4,3,2,3,3,3,3,2,2,4,1,2,3,3,2,2,2,4,3,3,1,1,1,2,1,4,2,3,1,2,2
39,2,2,3,2,4,1,4,1,1,4,2,4,3,2,3,1,2,4,4,2,4,2,2,3,3,4,2,4,2,2,1,1,2,3,2,2,1,2,2,2
40,2,2,3,2,2,1,4,1,1,1,2,4,3,2,1,1,2,4,4,2,1,1,2,2,1,3,1,1,2,4,1,1,1,4,1,4,4,2,4,4
41,2,2,3,2,2,4,4,1,1,1,2,4,3,2,1,1,2,4,4,2,3,4,3,4,1,1,2,4,4,1,4,3,3,2,3,2,4,3,2,4
42,2,2,3,2,2,4,4,1,1,1,2,4,3,2,1,1,2,2,4,2,4,2,2,3,2,2,1,2,3,4,3,3,4,4,1,3,4,3,1,3
43,2,2,3,2,2,4,4,1,1,1,2,4,3,2,1,1,2,4,4,2,4,2,1,3,1,2,1,1,4,3,2,1,3,4,1,4,2,1,3,1
44,2,2,3,2,4,4,4,1,1,1,2,4,3,2,1,1,2,4,4,2,3,2,4,3,1,4,2,4,2,3,1,1,4,2,3,3,3,1,4,3
45,2,2,3,2,4,4,4,1,1,1,2,4,3,2,1,1,2,2,4,2,1,2,1,4,4,1,2,1,4,2,3,1,1,4,1,4,4,4,4,2
46,2,2,2,2,1,1,1,1,1,1,2,4,4,2,1,1,1,2,4,2,3,3,2,4,4,1,2,1,1,3,3,1,3,2,1,4,1,1,3,2
47,2,2,2,2,1,1,1,1,1,3,2,4,4,2,1,1,1,2,4,2,1,2,1,1,3,4,3,2,4,2,3,2,1,2,4,1,2,2,2,1
48,2,2,3,2,2,1,1,1,1,4,1,2,3,3,3,3,3,2,4,2,3,2,1,2,1,3,3,2,1,4,2,3,4,2,3,3,4,3,2,3
49,2,2,3,2,2,1,1,1,1,4,1,2,3,2,3,3,3,2,4,2,1,4,1,4,1,1,2,2,4,1,1,3,4,1,3,1,3,2,3,3
50,1,2,3,2,2,1,1,1,1,4,1,2,3,2,3,4,3,4,4,2,4,3,3,4,4,2,1,3,2,1,2,2,3,1,2,2,1,1,4,2
51,2,2,3,2,2,1,1,1,1,4,1,2,3,2,3,1,3,2,4,2,3,1,2,2,1,2,2,4,1,3,1,2,4,2,4,3,1,2,1,1
52,3,2,3,3,3,1,1,1,1,2,3,2,3,2,3,1,3,2,4,2,3,4,2,2,4,1,3,4,2,3,2,3,4,1,4,2,4,2,2,3
53,2,2,3,3,3,1,1,1,1,3,3,2,4,3,3,1,3,2,4,4,1,2,4,3,2,1,4,4,4,1,2,2,4,1,3,3,3,4,2,4
54,2,2,3,3,3,1,1,1,1,3,3,2,4,3,3,1,3,2,4,2,1,2,1,1,4,1,2,4,2,4,4,4,2,2,4,1,2,1,1,2
55,2,2,3,3,3,1,3,1,1,3,3,4,4,2,1,1,3,2,4,2,3,3,2,2,3,4,1,1,1,2,2,3,2,4,4,2,3,1,2,1
56,2,3,3,3,3,1,3,1,1,3,3,4,4,2,1,1,2,3,4,2,1,2,1,1,2,2,4,3,4,4,1,4,3,3,4,1,1,1,3,4
57,3,3,3,3,3,1,3,1,1,3,3,4,4,2,1,1,2,3,4,2,1,2,1,3,1,1,2,4,2,1,2,1,3,4,2,4,3,2,1,3
58,2,2,3,2,3,1,3,1,1,1,3,4,2,2,1,1,2,3,4,2,3,1,2,3,1,1,4,1,4,2,2,2,2,1,2,1,4,3,1,4
59,2,2,3,2,2,1,1,1,1,1,2,4,3,2,1,1,2,3,4,2,4,2,4,3,3,3,4,4,3,1,4,3,2,3,2,2,3,2,3,4
60,2,2,3,2,2,1,4,1,1,1,2,4,3,2,1,1,2,4,4,2,3,1,4,1,2,2,1,4,2,2,1,3,3,3,2,2,3,3,1,3
61,2,2,3,2,2,1,4,1,1,1,2,4,3,2,1,1,2,4,4,2,4,4,1,3,1,4,3,4,1,3,3,2,1,1,1,3,3,2,4,1
62,3,3,3,3,3,1,3,1,1,3,3,4,4,2,1,1,2,3,4,2,1,1,3,3,1,1,3,2,4,3,2,2,4,3,2,2,1,4,3,4
63,2,2,3,2,3,1,1,1,1,1,3,4,3,2,1,1,2,3,4,2,1,4,2,3,3,1,3,4,4,1,2,3,2,2,1,4,1,4,1,2
64,2,2,2,2,2,4,1,1,1,1,2,4,3,2,1,1,2,3,4,2,4,1,3,2,1,1,4,1,3,4,4,1,3,4,3,4,3,2,2,3
65,2,2,2,2,2,4,1,1,1,1,2,4,3,2,1,1,2,3,4,2,2,2,2,1,2,4,2,2,4,1,1,4,3,2,4,4,3,1,3,1
66,2,2,2,2,2,1,1,1,1,1,2,4,4,2,1,1,2,3,4,2,1,1,1,4,1,3,3,2,1,2,2,1,4,3,2,3,1,4,1,2
67,2,3,3,3,3,1,3,1,1,1,3,4,4,2,1,1,2,3,4,2,1,1,2,1,3,4,3,1,1,3,2,4,3,4,2,3,3,2,1,2
68,2,3,3,3,3,1,3,1,1,1,3,4,4,2,1,1,2,3,4,2,4,1,2,1,3,4,3,2,2,1,3,4,1,3,3,3,4,1,3,3
69,2,2,3,2,3,1,3,1,1,1,3,4,2,2,1,1,2,3,4,2,2,2,3,2,2,4,4,4,2,2,1,4,3,3,1,3,3,1,2,2
70,2,2,3,3,3,1,3,1,1,1,3,4,2,2,1,1,2,3,4,2,3,3,3,3,1,1,1,2,1,2,4,2,1,3,4,2,3,2,2,4
71,2,2,3,2,3,1,3,1,1,1,3,4,3,2,1,1,2,3,4,2,4,1,2,1,3,2,1,3,3,3,2,2,2,4,4,1,2,1,3,4
72,2,2,3,3,3,1,3,1,1,1,2,4,3,2,3,1,2,3,4,2,3,2,1,2,3,2,3,4,1,1,2,2,1,4,1,4,1,4,2,3
73,2,2,3,3,3,1,1,1,1,2,2,2,3,2,3,1,2,2,4,2,3,2,1,2,4,3,4,1,4,3,4,3,3,1,2,3,4,1,1,4
74,2,2,3,1,3,1,3,1,1,4,1,2,3,4,3,1,2,2,1,1,4,2,3,2,3,3,4,4,4,3,4,1,4,2,4,4,2,4,2,2
75,1,2,3,4,3,1,3,1,1,4,2,2,3,4,3,1,3,2,1,1,4,4,4,1,2,1,4,1,4,4,1,2,1,3,2,4,4,3,4,3
76,1,2,3,4,3,1,3,1,1,4,2,2,3,4,3,1,3,2,1,1,2,4,2,2,4,3,2,3,3,2,3,3,2,2,2,2,4,2,1,1
77,2,2,3,1,3,1,4,4,1,1,2,2,1,2,1,4,2,4,1,2,4,3,3,4,2,3,4,2,1,3,1,1,1,3,4,1,2,4,2,1
78,2,3,3,2,3,1,4,4,1,1,2,2,1,2,1,4,2,4,1,2,3,4,3,4,3,3,1,1,1,3,4,4,2,2,3,1,3,2,2,4
79,2,2,3,1,3,1,4,4,1,1,2,2,1,2,1,4,1,4,1,2,2,1,1,3,1,3,3,3,2,3,3,2,4,2,2,1,4,3,3,1
80,2,2,3,1,3,1,4,1,3,2,4,2,3,2,3,4,1,3,1,2,2,4,4,3,1,1,3,3,4,1,4,4,2,4,3,4,2,2,2,2
81,2,2,3,1,3,1,4,1,3,2,4,2,3,2,3,4,4,3,1,1,2,2,3,3,2,4,1,1,3,3,2,3,4,2,2,1,2,4,3,1
82,2,2,3,2,2,1,1,1,1,1,2,4,3,2,1,1,2,3,4,2,3,4,2,2,3,4,3,2,4,2,1,2,1,2,2,2,1,2,4,2
83,2,2,3,3,3,1,3,1,1,1,3,4,3,2,3,1,2,3,4,2,4,1,4,2,3,3,2,1,1,4,3,3,4,1,2,2,4,4,3,2
84,2,2,3,3,3,1,3,1,1,1,3,4,3,2,3,1,2,3,4,2,3,3,4,2,2,4,3,1,4,4,2,3,4,2,4,3,2,2,4,1
85,2,2,3,3,3,1,3,1,1,1,3,4,3,2,3,1,2,3,4,2,3,3,3,4,1,4,2,4,4,3,4,3,4,1,3,2,3,1,1,3
86,2,2,3,2,3,1,3,1,1,1,2,4,3,2,1,1,2,3,4,2,3,4,2,2,1,3,3,2,2,3,3,1,2,3,2,4,1,4,1,3
87,2,2,3,2,3,1,3,1,1,1,2,4,3,2,1,1,2,3,4,2,4,1,4,1,4,1,2,4,1,4,2,2,2,3,2,2,4,4,3,1
88,2,2,3,2,3,1,3,1,1,1,2,4,3,2,1,1,2,3,4,2,4,4,4,4,3,4,1,1,1,1,1,4,4,4,1,1,4,3,4,4
89,2,2,3,3,3,1,3,1,1,3,3,4,4,2,4,1,3,3,4,2,4,3,1,4,3,1,1,1,1,2,1,3,2,1,2,3,1,3,1,4
90,2,4,3,2,3,1,3,1,1,3,2,4,4,4,3,1,2,3,3,2,4,1,2,1,4,2,2,2,2,2,4,3,2,4,4,2,3,3,3,2
91,4,4,1,4,3,1,4,1,2,3,2,2,1,3,3,2,3,4,2,4,4,4,4,3,2,3,1,3,1,1,2,1,3,2,2,2,4,3,3,2
92,2,2,3,3,3,1,3,2,1,3,2,4,4,2,1,1,1,4,4,2,1,4,1,3,4,2,3,2,1,1,4,1,4,2,1,2,4,1,3,3
93,2,2,3,3,3,1,3,2,1,3,2,4,4,2,1,1,1,4,4,2,4,1,3,3,2,4,1,2,4,2,2,1,3,3,1,4,2,2,1,3
94,2,2,3,2,2,4,1,1,1,1,2,4,3,2,1,1,2,4,4,2,2,1,2,3,1,3,1,2,4,2,2,3,2,3,3,3,3,2,4,4
95,2,2,3,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,4,4,2,2,3,4,1,2,1,3,1,3,1,4,3,1,2,3,3,3
96,2,2,3,2,2,4,1,1,1,1,2,4,3,2,1,1,2,3,4,2,3,2,1,2,4,4,3,4,2,4,1,4,3,1,2,3,2,2,4,4
97,2,2,3,2,2,4,1,1,1,1,2,4,3,2,1,1,2,3,4,2,1,2,3,2,1,4,2,1,2,1,2,3,3,1,1,1,1,3,3,1
98,2,2,3,2,2,4,1,1,1,1,2,4,3,2,1,1,2,2,4,2,1,3,4,4,3,2,3,4,1,2,4,4,2,4,3,2,2,2,3,1
99,2,2,3,2,2,4,4,1,1,1,2,4,3,2,3,1,2,4,4,2,4,2,1,4,3,2,2,3,1,4,4,3,3,1,4,1,2,2,3,4
100,2,2,3,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,3,1,2,2,1,3,1,1,1,3,3,4,1,1,1,3,4,2,4,1
101,2,2,3,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,2,1,3,1,2,2,3,1,4,2,1,3,2,3,2,1,4,3,2,2
102,2,2,3,2,2,4,1,1,1,1,2,4,3,2,1,1,2,3,4,2,4,4,4,4,4,2,3,1,2,4,3,1,1,4,4,3,3,2,1,1
103,2,2,3,2,4,1,1,1,1,4,1,2,3,2,3,3,3,3,4,2,2,1,4,3,1,1,1,3,2,2,4,2,3,2,4,2,3,1,4,3
104,2,2,3,2,2,4,1,1,1,4,1,2,3,2,3,3,3,3,4,2,4,2,1,3,1,2,4,4,3,2,4,3,3,1,1,2,4,4,1,1
105,2,2,3,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,4,4,3,4,2,3,1,2,2,3,1,2,2,1,3,2,2,3,2,4
106,2,2,3,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,2,2,1,2,3,1,1,4,1,3,2,3,1,1,1,2,3,1,2,4
107,2,2,3,2,2,4,1,1,1,2,1,4,3,2,3,3,2,3,4,2,4,3,4,4,4,3,2,3,1,4,2,3,1,2,4,1,4,3,4,2
108,2,2,3,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,4,3,2,4,4,2,4,2,4,2,2,1,2,2,2,1,1,2,3,4
109,2,2,2,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,1,2,1,4,4,1,2,3,3,2,1,2,2,4,4,2,4,3,3,3
110,2,2,2,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,4,2,2,3,2,1,3,2,3,1,4,3,2,2,3,4,2,4,3,4
111,2,2,2,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,2,1,1,1,3,2,2,3,4,4,2,2,1,1,2,3,2,2,4,1
112,2,2,2,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,4,4,1,1,1,4,4,4,2,3,1,1,1,1,3,1,1,3,3,2
113,2,2,2,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,2,2,4,1,4,3,4,2,1,2,2,3,2,2,4,2,2,4,2,4
114,2,2,2,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,3,4,2,3,1,3,1,4,4,3,1,1,3,1,1,4,3,3,1,2
115,2,2,3,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,1,4,4,2,1,1,4,4,3,3,4,4,3,4,2,1,2,1,4,1
116,3,2,3,1,1,4,1,1,3,2,1,2,2,2,2,3,2,3,4,3,3,4,4,1,4,2,4,3,1,1,1,3,3,2,1,3,1,3,2,4
117,3,2,3,1,1,4,1,1,3,2,1,2,2,2,2,3,2,3,4,3,1,4,4,4,1,3,2,2,4,3,4,2,1,2,2,1,4,1,4,4
118,4,2,3,1,2,1,3,4,1,3,1,2,3,2,3,3,2,3,2,2,1,3,2,4,1,4,4,3,3,1,3,4,4,3,1,1,3,1,3,1
119,2,2,3,2,2,1,1,1,1,4,1,2,3,2,3,3,3,3,4,2,2,2,1,4,2,4,1,3,3,2,3,1,2,4,3,4,2,4,3,1
120,2,2,3,2,2,4,1,1,1,4,1,4,3,2,3,1,4,3,4,2,3,4,3,3,3,4,2,2,1,3,4,4,2,2,3,3,1,2,2,3
121,2,2,2,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,2,4,2,4,4,1,1,2,4,2,2,1,4,3,1,2,4,3,4,1
122,2,2,2,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,4,2,3,4,2,1,2,2,1,3,1,4,2,3,3,4,3,1,1,4
123,2,2,3,2,2,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,3,1,4,4,1,3,4,1,4,3,1,2,2,2,4,4,4,4,4,2
124,2,2,3,2,2,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,3,1,4,1,3,3,3,4,1,3,2,4,2,4,1,3,4,3,3,3
125,2,2,3,2,2,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,1,4,2,3,4,2,4,2,4,3,1,4,4,2,1,3,4,2,1,1
126,2,2,3,2,2,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,2,2,3,4,2,2,2,3,4,1,1,2,3,4,3,1,1,4,4,2
127,2,2,3,2,2,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,3,2,4,1,3,3,4,3,2,3,2,4,4,2,3,3,4,2,1,2
128,2,2,3,2,2,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,3,4,1,3,4,2,2,3,3,1,3,2,4,1,4,2,2,3,4,4
129,2,2,3,2,2,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,1,1,3,1,2,1,1,1,2,1,2,2,1,1,1,1,3,1,3,1
130,2,2,3,2,2,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,4,4,4,2,2,2,3,3,2,4,4,2,1,3,3,3,4,4,3,2
131,2,2,3,2,3,1,3,1,1,1,3,4,3,2,3,1,2,3,4,2,1,4,1,2,4,1,3,1,1,3,4,3,1,1,3,4,3,4,4,4
132,2,2,3,2,3,1,3,1,1,1,3,4,3,2,3,1,2,3,4,2,1,2,4,4,3,1,4,3,3,1,3,2,2,4,1,4,2,4,1,4
133,2,2,3,2,3,1,3,1,1,1,2,4,3,2,3,1,2,3,4,2,2,4,2,4,2,2,4,3,2,3,1,4,3,1,4,1,4,1,2,4
134,2,2,3,2,3,1,3,1,1,1,2,4,3,2,3,1,2,3,4,2,1,3,2,3,3,4,1,1,3,2,4,1,4,2,4,3,2,3,2,3
135,2,2,3,2,3,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,2,1,2,2,3,2,3,3,1,1,1,2,3,4,4,2,1,4,1,2
136,2,2,3,2,2,1,1,1,1,1,2,4,3,2,3,1,2,3,4,2,4,4,4,4,3,1,2,2,2,4,3,3,4,1,1,2,2,4,2,3
137,2,2,3,2,2,1,1,1,1,1,3,4,3,2,3,1,2,3,4,2,4,1,2,3,1,1,4,1,4,4,3,2,2,1,1,2,2,4,1,4
138,2,2,3,2,3,3,1,1,1,1,3,4,3,2,3,1,2,3,4,2,2,3,1,3,3,2,3,2,1,1,4,2,1,3,2,3,3,2,2,3
139,2,3,3,1,3,1,2,4,1,1,1,4,2,4,1,2,2,3,3,2,4,4,3,3,2,1,3,4,2,2,2,3,4,2,2,3,3,3,1,2
140,2,3,3,1,1,1,4,1,1,1,2,4,2,4,2,1,2,3,3,2,2,1,3,3,2,4,3,3,1,3,3,4,4,3,2,4,2,1,4,3
141,2,3,3,1,1,1,4,1,1,1,2,4,2,4,2,1,2,3,3,2,1,4,2,4,4,1,2,2,2,4,4,1,3,1,4,1,3,1,2,1
142,2,2,3,2,3,1,3,1,1,1,3,4,3,2,3,1,2,3,4,2,4,3,3,4,4,2,4,4,2,2,4,4,3,3,2,4,3,2,2,1
143,2,2,3,2,3,1,3,1,1,1,3,4,3,2,3,1,2,3,4,2,3,1,2,4,1,1,3,4,1,3,3,1,1,1,4,4,2,2,1,4
144,2,2,3,2,3,1,3,1,1,1,3,4,3,2,3,1,2,3,4,2,1,1,4,4,4,4,2,2,1,2,3,2,4,4,2,3,3,1,3,3
145,2,2,3,2,3,1,3,1,1,1,3,4,3,2,3,1,2,3,4,2,4,3,1,3,4,3,3,2,3,4,3,3,2,2,2,1,3,3,2,4
146,2,2,3,2,2,4,1,1,1,1,2,4,3,2,3,1,2,3,4,2,2,4,4,2,3,1,2,4,2,4,2,4,4,2,1,4,3,3,1,1
147,2,2,2,2,2,4,1,1,1,1,2,4,3,2,1,1,2,3,4,2,2,1,2,2,1,1,3,2,1,3,2,2,4,2,4,4,3,2,2,1
148,2,2,3,3,3,1,3,1,1,3,3,4,4,2,1,1,2,3,4,2,3,1,3,1,1,1,1,1,3,4,3,3,4,3,1,3,2,3,4,2
149,2,2,3,3,3,1,3,1,1,3,3,4,4,2,1,1,2,3,4,2,1,4,2,3,4,2,3,3,2,4,4,2,4,4,3,3,4,4,4,2
150,2,2,3,3,3,1,3,1,1,3,3,4,4,2,1,1,3,3,4,2,4,4,1,3,4,2,1,4,2,4,1,4,2,4,3,4,2,2,2,4
151,2,3,3,3,3,1,3,1,1,3,3,4,4,2,1,1,3,3,4,2,1,1,3,2,4,2,4,4,3,1,2,4,1,1,4,3,3,3,1,3
152,2,3,3,3,3,1,3,1,1,3,3,4,4,2,1,1,3,3,4,2,4,1,3,2,1,3,3,3,3,2,2,4,3,1,1,4,3,1,4,4
153,2,2,3,3,3,1,3,1,1,3,3,4,4,2,1,1,3,3,4,2,2,1,3,1,4,3,2,2,2,3,2,3,2,4,3,4,1,1,3,4
154,2,2,3,3,3,1,3,1,1,3,3,4,4,2,1,1,2,3,4,2,3,2,1,1,4,1,2,4,2,4,3,4,3,4,3,4,1,2,2,3
155,2,2,3,2,3,1,3,1,1,1,3,4,4,2,1,1,2,3,4,2,1,1,3,1,2,3,2,2,1,3,4,2,1,1,1,3,2,3,4,3
