,PANAS.Interested_Predicted,PANAS.Distressed_Predicted,PANAS.Excited_Predicted,PANAS.Upset_Predicted,PANAS.Strong_Predicted,PANAS.Guilty_Predicted,PANAS.Scared_Predicted,PANAS.Hostile_Predicted,PANAS.Enthusiastic_Predicted,PANAS.Proud_Predicted,PANAS.Irritable_Predicted,PANAS.Alert_Predicted,PANAS.Ashamed_Predicted,PANAS.Inspired_Predicted,PANAS.Nervous_Predicted,PANAS.Determined_Predicted,PANAS.Attentive_Predicted,PANAS.Jittery_Predicted,PANAS.Active_Predicted,PANAS.Afraid_Predicted,PANAS.Interested_Actual,PANAS.Distressed_Actual,PANAS.Excited_Actual,PANAS.Upset_Actual,PANAS.Strong_Actual,PANAS.Guilty_Actual,PANAS.Scared_Actual,PANAS.Hostile_Actual,PANAS.Enthusiastic_Actual,PANAS.Proud_Actual,PANAS.Irritable_Actual,PANAS.Alert_Actual,PANAS.Ashamed_Actual,PANAS.Inspired_Actual,PANAS.Nervous_Actual,PANAS.Determined_Actual,PANAS.Attentive_Actual,PANAS.Jittery_Actual,PANAS.Active_Actual,PANAS.Afraid_Actual
0,4,4,3,2,4,4,3,2,4,3,2,2,4,2,3,1,2,1,2,1,1,4,2,1,1,4,1,3,1,3,3,4,1,1,4,4,1,2,2,3
1,4,3,3,2,4,4,3,2,4,3,2,2,4,2,3,1,2,1,2,1,4,2,1,1,4,3,1,4,3,2,3,2,3,3,1,4,1,3,2,4
2,4,3,3,2,4,4,3,2,4,3,2,2,4,2,3,1,2,1,2,1,1,3,1,2,1,4,3,3,1,1,3,4,1,2,2,4,4,1,3,2
3,4,3,3,2,4,4,3,2,4,3,2,2,4,2,3,1,2,1,2,1,4,1,2,2,4,1,4,2,4,2,1,2,2,3,1,3,1,1,1,3
4,4,3,3,2,2,4,3,2,1,3,2,2,4,2,3,1,2,2,2,1,2,2,4,1,4,3,1,3,1,2,2,4,3,4,3,4,3,3,4,2
5,4,3,3,2,2,4,3,2,1,3,3,2,4,2,3,1,2,2,2,1,1,4,2,1,1,4,2,3,1,2,3,4,4,3,4,2,4,2,3,4
6,4,3,3,2,4,4,3,2,4,3,2,2,4,2,3,1,2,1,2,1,4,1,2,1,2,4,1,3,2,4,1,1,1,4,2,2,1,1,4,2
7,4,4,3,3,4,4,3,2,1,3,3,2,4,3,3,4,2,2,2,1,2,4,4,4,1,1,2,2,2,4,3,2,3,2,3,4,2,1,1,4
8,1,4,1,3,1,4,3,1,1,3,3,1,4,3,3,4,3,2,2,1,1,2,2,4,2,1,4,4,3,3,3,4,4,3,4,1,2,2,4,4
9,1,4,1,3,1,4,3,1,1,3,3,1,4,3,1,4,3,2,1,1,2,1,4,1,1,2,4,2,1,4,2,1,1,1,1,1,4,2,1,2
10,1,4,1,3,1,4,3,1,1,3,3,1,4,3,1,4,3,2,1,1,4,4,4,1,1,1,2,2,1,4,1,2,4,4,3,3,3,3,3,1
11,1,4,1,3,1,4,3,1,1,3,3,1,4,3,1,4,3,2,1,1,4,1,2,3,1,1,1,2,3,3,3,1,3,1,1,2,4,1,3,2
12,1,4,1,3,1,4,3,1,1,2,3,2,4,3,1,4,3,2,1,1,4,1,4,1,2,2,2,1,4,3,4,1,1,4,1,2,1,2,3,4
13,1,3,1,3,1,4,3,2,2,2,3,2,4,3,2,4,2,3,2,1,2,3,2,4,3,2,1,2,3,1,3,4,2,1,3,3,4,1,4,3
14,1,4,1,3,1,4,3,2,1,2,3,2,4,3,1,4,3,2,1,1,4,4,1,2,4,4,2,2,3,4,1,2,4,4,2,1,4,1,1,3
15,1,4,1,3,1,4,3,1,1,3,3,1,4,3,1,4,3,2,1,1,4,3,2,1,1,1,4,4,3,2,3,1,1,4,3,4,3,4,3,2
16,1,4,1,3,1,4,3,1,1,3,3,1,4,3,3,4,3,2,1,1,4,3,2,4,4,3,3,1,2,3,4,3,1,3,1,3,1,4,1,4
17,4,4,3,3,1,4,3,1,1,3,3,2,4,3,3,4,2,2,2,1,3,1,2,2,3,4,2,1,3,3,4,1,4,2,2,4,2,4,2,2
18,4,4,3,2,4,4,2,2,4,3,3,2,4,3,3,1,2,1,2,1,2,4,3,1,2,4,3,3,4,2,2,3,4,1,1,3,1,1,1,4
19,4,4,3,2,4,4,2,2,4,3,3,2,4,3,3,1,2,1,2,1,2,1,3,3,3,3,2,1,2,2,2,4,2,3,2,1,3,4,4,1
20,4,4,3,2,4,4,2,2,4,3,2,2,4,2,3,1,2,1,2,1,1,3,2,2,1,2,2,3,2,3,1,2,2,2,4,4,2,3,3,2
21,4,4,3,2,4,4,2,2,4,3,2,2,4,2,3,1,2,1,2,1,3,1,1,3,3,3,3,3,3,2,1,4,3,2,2,2,2,3,2,1
22,3,4,3,2,4,4,2,2,4,3,2,2,4,2,3,1,2,1,2,1,1,3,4,4,3,4,2,3,1,1,2,3,1,3,3,4,1,4,4,3
23,3,4,3,2,4,4,2,2,4,3,2,2,4,2,3,1,2,1,2,1,4,4,4,3,1,1,2,1,1,1,2,3,1,2,3,1,4,2,3,1
24,3,4,3,2,3,4,2,2,4,3,2,2,4,2,3,1,1,1,2,1,2,3,4,4,1,4,3,4,2,1,3,3,1,3,3,2,2,1,3,2
25,3,4,3,2,3,4,2,3,4,3,2,2,4,2,3,1,1,1,2,1,2,3,4,1,4,4,4,2,2,1,3,3,1,4,1,3,3,3,2,1
26,3,4,3,2,3,4,2,2,3,3,2,2,4,2,3,1,1,1,2,1,4,4,1,4,1,3,4,1,1,1,1,2,1,2,2,3,4,1,4,3
27,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,1,2,1,3,1,2,1,2,2,2,1,4,1,3,3,3,1,2,3,3,3,3,4
28,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,1,2,1,2,4,3,1,1,3,4,1,4,1,4,3,1,1,4,2,1,1,1,2
29,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,1,2,1,4,3,1,3,2,4,4,3,3,2,3,2,3,1,4,2,4,1,2,2
30,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,4,2,4,3,1,1,4,3,2,1,1,2,3,2,3,4,4,2,4,2,2,1,1
31,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,4,2,4,2,1,3,4,2,3,4,4,2,2,3,4,1,1,2,3,1,3,3,2
32,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,4,2,4,2,2,1,2,3,1,4,1,4,2,2,4,2,1,3,3,3,3,1,2
33,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,4,2,4,4,2,1,3,1,3,2,3,2,2,3,4,2,2,4,1,4,4,3,1
34,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,4,2,4,3,1,2,1,2,2,4,1,2,3,1,3,2,1,4,2,3,4,2,3
35,3,4,3,2,3,3,2,3,3,3,2,2,4,2,3,1,1,4,2,4,4,2,3,2,2,4,3,3,2,4,1,3,3,3,4,4,4,1,2,4
36,3,4,3,2,3,3,2,3,3,3,2,2,4,2,3,1,1,4,2,1,3,3,3,4,4,1,2,3,2,3,3,2,2,3,2,2,3,4,2,2
37,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,4,2,4,2,3,4,3,1,1,1,1,4,1,1,3,1,3,4,3,3,4,2,3
38,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,4,2,4,1,4,2,3,3,2,4,1,4,3,4,3,2,3,3,4,3,3,4,2
39,3,4,3,2,3,4,2,3,4,3,2,2,4,2,3,1,1,4,2,4,4,2,1,1,4,1,4,1,2,2,4,3,2,2,4,4,4,4,2,2
40,3,4,3,2,3,4,2,3,4,3,2,2,4,2,3,1,1,4,2,4,3,4,3,4,2,3,2,3,2,3,2,4,4,2,3,3,1,4,1,3
41,3,4,3,2,3,4,2,3,4,3,2,2,4,2,3,1,1,4,2,4,4,2,3,2,1,1,2,4,3,1,1,2,4,2,3,2,3,1,3,3
42,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,4,2,4,1,4,4,4,2,4,2,1,4,2,1,3,4,4,4,3,4,3,1,1
43,3,4,3,2,3,4,2,3,3,3,2,2,4,2,3,1,1,4,2,4,1,2,3,2,3,1,2,1,1,3,2,2,3,1,2,4,2,4,4,1
44,3,4,2,2,3,4,2,3,4,3,2,2,4,2,3,1,1,4,2,4,4,2,2,3,2,1,4,1,2,3,2,3,2,4,1,1,1,3,1,1
45,3,4,2,2,3,4,2,3,4,3,2,2,4,2,3,1,1,4,2,4,4,1,4,1,3,2,4,4,3,1,3,2,4,2,4,2,3,2,3,3
46,3,4,2,2,3,4,2,3,4,3,2,2,4,2,3,1,1,4,2,4,2,3,2,2,3,1,3,3,2,1,1,3,4,3,2,4,3,3,2,3
47,3,4,2,2,3,4,2,3,4,3,2,2,4,2,3,1,1,4,2,4,3,2,3,1,4,4,4,1,4,2,1,2,4,4,2,2,1,3,3,1
48,3,4,2,2,3,4,2,3,4,3,2,2,4,2,3,1,1,4,2,4,1,4,3,1,1,3,1,3,2,4,1,4,4,2,1,2,3,3,2,2
49,3,4,3,2,3,4,2,3,4,3,2,2,4,2,3,1,1,4,2,4,3,3,3,4,3,1,4,3,3,2,1,1,4,4,1,3,4,3,3,2
50,3,4,3,1,4,4,2,3,3,3,3,2,4,2,3,1,1,1,2,1,2,4,2,4,1,2,2,3,4,4,3,4,1,3,3,4,1,1,3,1
51,3,4,3,1,4,4,2,3,3,3,3,2,4,2,3,1,1,1,2,1,3,3,2,1,1,3,2,3,3,3,4,3,1,1,3,1,1,3,2,2
